#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      254.2   113.5    93.8   152.7   166.2   238.5   274.8   295.4   311.1   329.4   353.1   392.7   498.1  1289.0  4071.0  30020.5    30000  1778330508701  1778330518853
read      252.5   114.2    93.8   154.1   166.9   236.3   271.6   292.0   307.6   325.7   349.3   389.0   486.0  1384.8  4198.4  30044.6    30005  1778330520367  1778330530496
read      251.3   102.2    93.8   153.0   165.8   236.2   272.0   292.4   307.7   325.4   348.8   388.2   483.9  1030.1  4098.5  30019.3    30010  1778330532011  1778330542115
read      250.0   103.4   101.3   153.2   166.4   235.3   270.4   290.1   304.5   320.8   343.8   381.4   475.8  1080.9  3387.9  29978.7    30015  1778330543629  1778330553730
read      245.9   101.7   101.3   151.7   164.6   231.7   265.6   284.8   298.3   315.8   338.5   374.1   467.6  1126.4  3126.3  30074.9    30020  1778330555244  1778330565344
read      249.3   132.8   101.3   152.0   164.0   231.5   266.7   287.0   302.1   319.8   344.1   384.7   505.7  1553.5  5986.6  29957.3    30025  1778330566859  1778330576962
read      261.6   128.7   101.3   158.3   171.6   243.8   279.8   301.1   317.2   336.8   362.4   402.0   525.3  1653.5  4870.9  30077.2    30030  1778330578478  1778330588577
read      249.2   107.9   101.3   153.1   165.2   231.8   266.5   286.5   301.5   319.7   344.0   384.9   508.4  1506.7  3222.8  30057.9    30035  1778330590093  1778330600195
read      245.1   114.3   101.3   152.7   164.9   228.9   261.8   280.7   295.2   313.3   336.6   373.0   465.7  1484.1  4252.0  30064.9    30040  1778330601710  1778330611817
read      248.7   111.7   101.3   152.9   165.1   231.9   266.7   287.1   302.2   319.8   344.0   382.9   482.9  1553.1  3490.5  30010.5    30045  1778330613332  1778330623434
read      263.5   124.2    93.8   154.9   169.4   248.2   286.1   307.8   323.1   342.3   367.7   406.1   515.9  1561.3  4032.8  30029.3    30050  1778330624947  1778330635050
read      253.4   120.2   101.3   154.5   167.6   236.4   271.3   291.1   305.9   322.8   346.3   389.2   522.8  1482.4  4627.7  30071.1    30055  1778330636564  1778330646668
read      257.5   124.3    93.8   152.3   165.8   238.8   275.3   296.2   312.0   330.7   356.1   401.2   580.8  1636.0  3869.6  30008.9    30060  1778330648183  1778330658283
read      247.5   116.1    93.8   149.5   161.6   230.2   265.7   286.1   301.2   319.3   343.2   383.4   502.5  1701.4  3712.1  30074.3    30065  1778330659802  1778330669905
read      244.0   148.1    93.8   148.0   159.4   223.3   255.8   274.4   289.4   307.1   330.3   369.7   535.0  2321.1  4843.6  30264.6    30070  1778330671419  1778330681524
read      248.8   109.2    93.8   149.6   162.5   233.1   268.7   288.8   303.7   321.0   345.3   385.9   489.1  1437.4  4069.4  30014.6    30075  1778330683039  1778330693142
read      250.0   127.2    86.8   149.5   162.5   231.8   266.6   286.5   301.3   319.4   344.3   389.6   560.3  1530.8  4700.8  30137.3    30080  1778330694658  1778330704761
read      252.7   103.4    86.8   152.9   166.1   235.4   270.5   290.9   306.2   324.3   349.3   393.9   543.4  1185.9  3096.7  30055.4    30085  1778330706277  1778330716381
read      258.2   133.4    93.8   154.1   167.7   241.0   276.0   296.5   312.2   330.6   355.1   395.7   523.8  2182.6  3903.8  30121.6    30090  1778330717895  1778330727998
read      260.5   214.5    93.8   149.5   161.5   230.6   266.6   287.3   303.1   322.2   349.8   399.8   709.7  3305.3  6247.1  30120.6    30095  1778330729514  1778330739614
read      258.6   163.0    93.8   152.7   165.7   237.9   274.2   295.7   312.1   331.5   356.9   397.7   526.6  2502.5  6090.5  30132.6    30100  1778330741128  1778330751229
read      265.1   220.1   101.3   152.2   164.6   233.6   269.1   289.9   305.6   324.1   350.4   398.9   891.4  3342.7  6199.5  30149.2    30105  1778330752748  1778330762860
read      250.5   101.6    86.8   151.4   165.1   237.4   272.5   292.2   306.7   323.4   345.8   382.3   465.0  1039.0  3666.9  30107.9    30110  1778330764376  1778330774480
read      241.0    89.7    93.8   147.0   160.1   228.8   262.7   281.5   295.3   312.5   334.3   368.0   444.7   741.6  3149.8  30129.3    30115  1778330775992  1778330786102
