#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      247.2   107.4   101.3   156.0   169.0   234.9   266.6   284.5   296.9   313.0   333.0   364.7   450.5   935.6  4227.0  29935.8    30000  1777265535650  1777265545818
read      242.0   105.5    93.8   154.8   167.7   230.3   259.4   275.8   288.9   303.8   322.2   353.6   434.7  1059.7  4269.8  30047.1    30005  1777265547333  1777265557461
read      238.5   101.8    93.8   152.6   164.8   226.8   255.9   272.6   285.4   299.5   318.5   349.3   439.7  1065.7  4036.9  30036.1    30010  1777265558974  1777265569074
read      243.2   107.3    93.8   154.7   167.2   231.5   262.2   279.4   292.1   307.3   326.1   357.0   434.5  1010.3  4301.7  29993.0    30015  1777265570589  1777265580690
read      240.1   104.6    93.8   153.8   165.7   226.5   256.2   273.9   287.7   303.3   322.9   356.5   449.4  1144.5  4110.4  30048.0    30020  1777265582205  1777265592309
read      254.4   125.5    93.8   160.0   172.7   238.2   270.4   289.3   303.1   319.1   341.6   377.6   500.0  1730.5  4988.6  30065.8    30025  1777265593823  1777265603923
read      252.7   103.3    93.8   160.6   173.4   238.8   270.6   289.2   302.9   319.1   341.3   374.6   471.0  1309.2  3397.3  29973.7    30030  1777265605436  1777265615541
read      250.7   100.2    93.8   158.6   171.4   238.3   270.5   288.9   302.2   317.9   339.4   372.0   455.2  1048.8  4091.8  30068.5    30035  1777265617055  1777265627159
read      260.1   160.3   101.3   161.7   175.3   246.9   279.7   298.1   312.5   329.0   350.1   386.4   485.7  1095.2  9998.6  30004.9    30040  1777265628675  1777265638782
read      253.7   109.0   101.3   159.8   172.5   238.4   271.1   290.4   304.6   320.7   343.3   380.9   500.7  1343.5  4092.8  30155.9    30045  1777265640299  1777265650405
read      249.4    95.5   101.3   154.1   167.5   238.7   271.0   289.0   301.7   316.7   336.9   368.6   463.1  1002.5  3771.6  29978.5    30050  1777265651919  1777265662022
read      240.9    91.8    86.8   154.6   167.1   229.5   259.7   276.5   289.6   304.6   322.9   353.8   433.0   829.6  3461.4  30133.2    30055  1777265663536  1777265673637
read      243.6    93.5   101.3   154.3   166.9   231.2   262.2   279.6   292.8   308.7   328.9   361.8   455.7  1069.0  3151.4  30035.7    30060  1777265675151  1777265685254
read      235.9   112.3    93.8   148.8   160.1   221.1   251.4   269.2   282.3   297.1   317.4   349.4   470.1  1431.8  4188.1  30139.1    30065  1777265686769  1777265696874
read      251.1   157.8    93.8   151.6   164.3   232.0   264.5   283.1   296.5   313.9   336.7   373.8   545.4  2327.5  5377.9  30084.2    30070  1777265698386  1777265708496
read      239.0    90.6    86.8   149.3   161.8   227.7   258.8   276.1   289.6   305.1   324.4   357.1   438.6   931.1  3195.0  30018.1    30075  1777265710010  1777265720112
read      243.4    99.1    93.8   153.2   166.1   230.7   261.9   279.5   292.8   308.6   328.4   361.0   459.2  1080.7  4030.4  30051.1    30080  1777265721625  1777265731729
read      241.0   122.2    93.8   150.5   162.6   225.4   256.1   274.0   288.0   304.2   325.4   365.3   527.8  1074.5  4232.2  30137.4    30085  1777265733242  1777265743346
read      245.5   100.5    93.8   152.1   164.4   229.5   261.3   279.1   292.8   309.6   332.5   376.4   575.1   977.1  3229.1  30116.6    30090  1777265744861  1777265754965
read      242.0   110.2    93.8   153.2   165.0   225.2   255.6   273.7   287.7   303.9   325.3   366.7   544.7  1135.2  4205.4  30139.3    30095  1777265756481  1777265766588
read      250.5   107.2    93.8   157.1   169.9   234.7   266.2   284.2   297.1   314.2   336.9   376.4   554.9  1115.4  3700.0  30003.1    30100  1777265768103  1777265778209
read      248.0    99.7    93.8   154.1   167.0   233.8   266.2   284.2   296.9   313.7   335.8   372.9   527.2  1092.8  2879.4  30044.8    30105  1777265779722  1777265789827
read      251.5   113.6    93.8   155.0   167.6   233.1   266.3   285.4   299.0   316.4   340.1   386.5   597.8  1308.9  3706.0  30063.8    30110  1777265791341  1777265801457
read      245.3   107.6    86.8   153.8   166.3   229.6   261.2   279.0   292.5   309.1   331.2   370.5   536.2  1035.6  4298.9  30061.4    30115  1777265802971  1777265813074
