#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      243.2   113.0    93.8   143.3   157.2   230.9   263.6   282.3   295.4   312.3   334.8   371.8   473.3  1298.1  4700.8  29961.8    30000  1778338123953  1778338134091
read      238.4   126.1    93.8   142.1   154.5   223.4   255.2   274.3   288.8   306.0   329.3   368.9   474.4  1668.6  4521.6  29940.2    30005  1778338135605  1778338145722
read      239.3   104.5   101.3   145.6   157.4   224.2   256.3   275.8   290.6   308.3   331.9   370.4   470.1  1479.3  3261.4  29983.3    30010  1778338147236  1778338157339
read      244.2   139.8    93.8   144.0   155.7   225.0   259.4   279.8   294.4   313.1   338.4   379.8   519.2  2020.9  4845.0  29982.0    30015  1778338158854  1778338168956
read      245.5   116.0    93.8   147.1   159.6   229.4   263.6   283.7   297.7   316.4   341.2   381.7   496.5  1574.7  4538.8  29989.4    30020  1778338170471  1778338180571
read      242.9   101.1    93.8   149.1   161.8   229.4   261.1   279.8   293.3   310.4   333.5   371.7   474.5  1100.0  3628.6  30025.1    30025  1778338182087  1778338192188
read      246.5   118.7    93.8   149.2   162.4   232.8   265.8   284.8   298.1   315.3   338.8   375.7   474.3  1251.7  4648.4  30003.4    30030  1778338193703  1778338203803
read      238.1    97.7    93.8   148.7   161.2   226.5   256.5   274.2   287.7   303.1   323.1   359.5   449.8   812.7  3486.5  30033.0    30035  1778338205321  1778338215423
read      243.4    93.9    86.8   149.1   161.8   231.4   264.0   282.6   295.5   312.7   335.1   371.1   462.7   862.3  3426.4  29995.3    30040  1778338216938  1778338227039
read      241.1   112.5    93.8   147.3   158.4   224.7   257.7   278.3   293.0   311.3   335.6   374.2   483.0  1462.9  3658.5  29997.2    30045  1778338228556  1778338238660
read      248.7   115.1   101.3   149.5   161.8   232.4   267.5   288.1   303.3   321.5   346.5   388.1   491.8  1582.2  4193.0  30038.0    30050  1778338240175  1778338250279
read      245.8   131.7    93.8   147.7   159.7   227.7   262.6   283.2   297.7   317.0   342.5   383.7   494.4  1875.8  5127.8  30047.4    30055  1778338251795  1778338261895
read      249.8   113.7   101.3   151.3   163.7   233.5   268.7   289.3   304.7   322.9   348.0   387.7   487.6  1396.4  4351.3  30131.4    30060  1778338263409  1778338273512
read      251.1   117.8    93.8   149.9   162.4   234.0   269.8   290.7   306.7   326.3   352.6   394.7   503.0  1513.9  4194.4  29983.1    30065  1778338275026  1778338285133
read      254.9   123.3   101.3   153.0   165.7   237.3   272.6   293.1   309.1   328.6   355.2   398.0   518.0  1580.8  4555.5  30054.4    30070  1778338286652  1778338296760
read      248.6   112.9    93.8   148.6   161.5   232.7   267.7   288.0   302.9   320.7   346.3   390.1   500.5  1247.1  4186.8  30049.3    30075  1778338298275  1778338308380
read      253.3   156.4   101.3   151.1   163.5   233.2   268.6   289.1   304.5   323.5   350.9   397.2   538.6  1914.5  6458.9  30046.1    30080  1778338309896  1778338319997
read      242.2   136.3    93.8   144.1   155.3   221.5   256.0   277.6   293.2   312.6   338.6   381.8   524.6  2100.8  4310.3  30136.5    30085  1778338321517  1778338331620
read      245.2   125.0    93.8   146.4   158.1   226.6   262.2   283.3   298.1   317.6   343.7   386.7   502.3  1883.5  4395.5  30073.9    30090  1778338333134  1778338343239
read      250.2   151.1    93.8   145.1   157.7   230.3   265.3   286.0   301.3   320.5   347.3   393.2   545.4  2316.8  4370.5  30071.0    30095  1778338344755  1778338354869
read      261.5   142.9    93.8   150.2   163.8   241.8   280.0   302.0   318.6   340.0   367.6   412.5   546.0  2200.9  4736.8  30174.8    30100  1778338356385  1778338366490
read      250.1   120.7    93.8   148.2   161.4   233.7   268.7   288.9   303.9   321.7   346.7   389.5   504.6  1727.4  4046.8  30068.6    30105  1778338368007  1778338378107
read      248.6   127.3    93.8   149.4   162.6   233.4   267.4   287.1   301.3   318.7   343.4   384.9   495.2  1245.3  4928.6  30165.0    30110  1778338379623  1778338389725
