#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      221.3   104.3    74.4   128.0   142.5   209.4   239.2   258.4   272.4   290.0   312.0   343.3   409.3   859.8  3491.8  29980.4    30000  1778370048981  1778370059127
read      221.8   101.6    74.4   124.8   140.4   208.3   240.1   260.2   274.4   292.4   314.9   348.2   430.5  1106.0  3576.2  30024.2    30005  1778370060641  1778370070772
read      228.6   101.8    80.4   136.1   150.5   216.5   247.2   266.1   280.1   296.7   318.2   348.7   419.5   969.7  3854.9  30030.7    30010  1778370072286  1778370082385
read      226.4   111.2    80.4   128.5   143.7   213.9   246.1   266.4   281.4   299.2   321.1   354.6   426.0   744.0  3234.5  29946.1    30015  1778370083897  1778370094001
read      214.5    90.4    80.4   126.6   139.3   200.8   229.9   248.3   262.8   280.3   303.5   338.4   418.4  1079.7  2687.0  30014.4    30020  1778370095515  1778370105623
read      236.6   131.1    80.4   128.8   144.1   219.7   256.2   278.5   295.1   314.7   339.5   377.4   475.4  1364.2  5496.0  30057.2    30025  1778370107135  1778370117237
read      224.8   105.8    80.4   131.3   144.5   208.7   240.0   260.6   275.5   294.6   318.8   356.4   447.1  1388.1  3268.1  30028.6    30030  1778370118749  1778370128849
read      225.8   106.1    86.8   134.1   147.3   210.7   241.2   261.0   275.3   294.1   317.7   353.2   435.8  1208.8  3712.4  30030.5    30035  1778370130362  1778370140464
read      227.6   117.4    80.4   130.4   145.0   213.6   244.6   263.9   278.0   295.6   317.9   352.6   438.5  1373.7  4393.3  30062.4    30040  1778370141977  1778370152083
read      235.0   108.5    74.4   134.2   149.5   219.6   253.1   273.8   290.0   309.1   333.4   369.8   462.6  1393.6  3590.5  30000.1    30045  1778370153596  1778370163696
read      232.4    99.1    80.4   135.2   150.0   218.4   251.2   271.4   287.1   305.7   329.1   363.4   444.6  1037.2  3369.1  30056.6    30050  1778370165208  1778370175305
read      228.9    97.2    74.4   135.2   149.4   216.1   247.0   266.3   280.7   297.9   320.3   354.9   433.9  1027.3  3135.3  30023.4    30055  1778370176819  1778370186920
read      225.0    89.5    80.4   132.0   146.4   213.1   244.0   263.4   277.4   294.9   316.7   347.4   416.3   800.3  2889.2  30072.8    30060  1778370188432  1778370198536
read      227.9   106.9    86.8   133.6   148.0   212.5   243.5   263.3   277.6   295.7   319.1   355.5   449.6  1448.3  3596.3  29975.7    30065  1778370200048  1778370210151
read      230.0   143.1    80.4   130.2   143.7   210.0   243.3   264.6   280.2   298.8   323.0   362.0   477.7  2100.4  4817.5  30019.2    30070  1778370211665  1778370221764
read      227.5    92.8    80.4   136.9   150.9   214.7   245.0   264.3   278.6   296.1   318.0   349.6   425.8   911.5  3080.2  30154.4    30075  1778370223276  1778370233382
read      234.6   106.4    74.4   134.5   149.9   221.3   254.5   275.0   291.0   309.3   331.8   365.1   442.0   980.5  3662.8  30071.8    30080  1778370234893  1778370244993
read      223.1    86.7    86.8   138.9   152.2   211.7   238.8   256.0   269.5   286.0   307.5   339.4   404.6   772.9  3110.8  30099.2    30085  1778370246506  1778370256611
read      225.0   146.0    80.4   130.3   143.8   206.5   235.9   255.4   270.5   288.8   312.2   347.5   460.1  2576.1  5527.8  30084.8    30090  1778370258122  1778370268223
read      239.1   170.0    80.4   131.8   146.5   216.3   250.4   271.7   288.1   307.8   333.5   373.2   539.0  2711.0  5395.3  30159.7    30095  1778370269734  1778370279833
read      246.5   206.1    80.4   130.8   146.2   217.3   252.0   273.8   290.8   311.6   338.7   385.8   743.8  3250.9  6200.7  30132.3    30100  1778370281346  1778370291446
read      235.4   154.6    80.4   132.9   147.3   214.3   247.1   267.6   283.2   302.1   327.1   367.9   512.3  2584.3  5363.3  30004.5    30105  1778370292958  1778370303059
read      227.4    98.8    80.4   130.2   145.7   214.6   247.2   267.4   282.2   299.5   321.3   355.3   428.7   828.3  4091.2  30096.6    30110  1778370304574  1778370314678
read      223.3    90.4    80.4   133.0   146.5   210.6   241.4   261.1   275.3   293.4   315.9   346.7   417.8   668.8  3078.4  30137.6    30115  1778370316191  1778370326310
