#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      239.6   118.9    93.8   146.4   158.9   226.5   259.1   277.2   291.3   308.1   329.7   365.1   452.6  1010.4  4347.9  30035.5    30000  1778329407632  1778329417799
read      259.3   124.4    93.8   155.5   168.9   244.3   281.1   301.9   317.2   336.0   359.9   396.6   490.1  1338.3  5130.2  29975.0    30005  1778329419315  1778329429442
read      266.5   106.7   101.3   159.1   173.3   252.5   290.5   312.6   328.9   347.6   372.0   410.0   498.3  1202.1  3202.5  29969.3    30010  1778329430957  1778329441059
read      250.4    98.8   101.3   153.4   166.1   236.0   271.9   292.3   307.5   324.9   347.6   383.5   463.4  1043.7  3123.2  30095.9    30015  1778329442574  1778329452682
read      263.1   103.0   101.3   157.8   171.7   249.2   287.8   309.7   325.5   344.5   368.8   404.2   486.3  1045.3  3942.2  30002.7    30020  1778329454196  1778329464298
read      263.2   203.9   101.3   152.6   165.0   235.4   272.9   294.8   311.8   332.3   360.2   408.2   726.3  2677.7  7253.2  30028.5    30025  1778329465812  1778329475912
read      256.0   125.4   101.3   152.5   165.2   238.8   275.8   296.7   312.8   331.9   356.5   394.8   501.5  1831.3  4514.0  30020.0    30030  1778329477428  1778329487530
read      250.4   120.7   101.3   153.8   166.2   234.5   269.0   289.1   303.9   321.0   344.6   381.7   475.1  1382.2  4296.1  30040.9    30035  1778329489044  1778329499146
read      239.3   113.4   101.3   148.2   159.3   223.5   256.1   275.0   289.5   306.4   328.3   364.3   464.4  1800.4  3804.5  30085.7    30040  1778329500659  1778329510759
read      249.5   104.7   101.3   153.4   165.8   234.2   269.6   290.0   304.8   321.7   345.1   382.2   470.0  1254.3  3449.8  30107.2    30045  1778329512272  1778329522373
read      239.8   109.4    93.8   150.3   162.1   226.4   258.2   276.4   290.5   307.0   328.2   362.5   440.5  1208.0  4069.7  30049.2    30050  1778329523889  1778329533990
read      246.7   105.7    93.8   149.4   162.3   233.7   268.1   287.6   301.8   318.8   341.6   375.2   463.1  1015.7  3718.8  30099.3    30055  1778329535504  1778329545605
read      246.6    97.9    93.8   152.7   165.3   233.5   267.4   287.0   301.1   317.7   340.1   372.8   448.6  1011.2  3601.6  30015.5    30060  1778329547122  1778329557222
read      248.5   120.2    93.8   150.2   162.6   233.6   268.6   288.6   303.2   320.3   343.6   378.9   466.9  1645.4  4328.4  30115.0    30065  1778329558736  1778329568844
read      239.1   136.2    93.8   144.1   155.5   221.2   253.9   273.1   287.7   304.8   327.1   364.8   490.5  2185.1  5048.6  30058.2    30070  1778329570358  1778329580460
read      250.6   200.4    93.8   146.0   158.4   227.2   262.3   282.6   297.1   315.6   339.9   379.3   534.1  3313.1  6454.6  30036.4    30075  1778329581974  1778329592080
read      245.1    97.6    93.8   149.6   162.6   232.8   266.3   285.4   299.1   315.9   338.2   371.5   453.2  1036.6  3530.4  30006.3    30080  1778329593595  1778329603696
read      251.7    99.6    93.8   150.4   164.3   238.8   273.5   293.7   308.7   326.0   349.2   386.8   471.5  1183.6  3230.7  30065.3    30085  1778329605212  1778329615311
read      246.6   114.5    93.8   148.6   161.8   233.6   267.9   287.1   300.9   317.7   340.4   374.6   461.6  1179.5  5114.8  30037.5    30090  1778329616825  1778329626927
read      254.7   171.2    93.8   150.6   163.3   234.0   269.7   290.2   305.2   322.6   346.5   388.3   512.7  3163.0  6072.6  30105.4    30095  1778329628442  1778329638542
read      253.8   185.3    93.8   150.5   162.8   228.7   261.9   281.3   295.5   313.8   338.0   378.1   615.2  3013.7  5248.2  30129.2    30100  1778329640056  1778329650160
read      258.7   149.2    93.8   152.9   166.4   239.3   275.4   296.4   312.2   330.9   356.1   395.7   523.9  2160.5  5659.2  30025.5    30105  1778329651674  1778329661779
read      249.0   138.3    93.8   150.3   162.8   231.8   265.9   285.4   299.3   316.5   339.8   376.6   484.9  2249.9  4827.2  30149.6    30110  1778329663294  1778329673395
read      252.4   104.5    93.8   151.0   164.9   239.5   274.4   294.8   309.9   327.5   350.8   387.6   467.2   995.4  3866.4  30124.0    30115  1778329674910  1778329685009
read      245.1    92.6    93.8   148.7   161.7   233.1   267.5   286.9   300.9   317.6   340.3   374.2   453.6   825.8  3016.2  30118.1    30120  1778329686523  1778329696626
