#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      216.8   108.1    86.8   131.8   143.8   204.3   232.8   250.5   264.4   280.9   302.5   334.7   397.2   824.2  4197.5  29974.0    30000  1778374352102  1778374362250
read      226.5    97.2    80.4   138.7   151.1   212.8   242.4   261.4   275.5   293.9   317.0   351.0   420.4  1061.4  3838.3  29926.4    30005  1778374363764  1778374373919
read      220.6    94.7    80.4   133.0   147.3   208.9   236.2   254.1   268.3   285.1   306.7   338.9   403.1   957.0  3772.3  29977.4    30010  1778374375430  1778374385532
read      216.3    92.8    93.8   136.5   148.0   203.9   231.0   248.2   261.6   277.5   298.8   330.3   390.7   770.6  4048.9  30075.3    30015  1778374387044  1778374397146
read      227.3   102.9    86.8   136.0   148.3   212.3   243.6   264.2   279.6   298.6   323.6   360.3   437.1   964.2  3892.3  29943.8    30020  1778374398660  1778374408765
read      223.2   111.5    93.8   135.7   148.0   207.5   235.4   253.7   268.5   286.8   311.1   346.7   433.6  1742.0  4231.4  30075.0    30025  1778374410277  1778374420384
read      224.5   101.7    86.8   135.5   148.2   209.0   237.7   256.5   271.6   290.6   315.4   352.3   435.1  1398.8  3181.0  29924.2    30030  1778374421897  1778374431997
read      235.8   112.9    86.8   138.2   151.2   219.2   251.8   272.3   288.7   308.3   333.6   371.0   465.1  1538.5  3484.3  30099.2    30035  1778374433511  1778374443612
read      232.2   107.8    86.8   136.9   150.2   216.5   248.3   268.5   284.0   302.8   327.7   365.4   455.8  1381.0  3467.5  29987.1    30040  1778374445124  1778374455229
read      232.0   101.3    93.8   139.4   152.2   216.6   247.4   267.3   282.8   301.9   326.6   364.1   451.1  1188.3  3200.1  30010.9    30045  1778374456742  1778374466849
read      231.2   102.6    86.8   136.7   150.2   217.4   250.0   270.5   286.3   305.0   328.7   363.4   434.9   781.2  3891.7  29982.7    30050  1778374468363  1778374478467
read      220.8   101.9    80.4   133.9   147.4   208.6   235.8   253.8   268.1   285.4   307.8   340.3   405.2   767.2  5125.4  30019.3    30055  1778374479980  1778374490084
read      238.9   120.8    80.4   134.3   150.0   222.3   255.5   276.1   292.8   312.5   337.9   375.5   487.6  1727.9  4169.9  30076.9    30060  1778374491598  1778374501702
read      229.2   137.1    86.8   132.4   145.0   211.3   243.6   264.8   280.8   300.0   324.7   362.4   463.9  1611.0  6414.9  30062.6    30065  1778374503216  1778374513321
read      226.4    94.6    86.8   133.7   147.1   212.3   243.9   264.1   279.2   297.5   320.6   355.3   427.9  1087.7  3358.6  30067.2    30070  1778374514834  1778374524939
read      222.6    91.9    80.4   132.4   145.8   209.6   239.9   259.6   274.1   292.5   315.1   346.6   414.5   843.9  3425.0  30016.4    30075  1778374526452  1778374536557
read      228.0    84.1    80.4   133.1   148.6   216.5   248.0   267.8   282.6   299.9   320.9   352.2   412.7   729.8  2640.4  30093.6    30080  1778374538071  1778374548178
read      227.8    87.2    86.8   138.9   151.4   214.5   245.2   264.8   279.7   297.8   320.9   355.3   424.5   778.6  3058.9  30066.7    30085  1778374549690  1778374559796
read      219.5    91.7    80.4   123.9   138.0   206.7   240.2   261.6   276.5   294.8   316.5   346.4   406.5   634.4  3231.4  30023.2    30090  1778374561310  1778374571418
read      229.9   105.4    86.8   133.4   147.9   217.5   249.5   269.5   284.7   302.4   324.3   357.8   424.7   785.4  4113.0  30109.5    30095  1778374572931  1778374583034
read      235.8   106.9    80.4   138.5   153.8   222.3   253.8   274.0   289.8   308.4   331.9   366.5   439.9  1072.9  4068.5  30123.5    30100  1778374584545  1778374594662
