#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      217.7   102.3    80.4   126.6   138.8   207.0   237.7   255.3   268.4   283.9   304.5   338.7   432.8   755.9  4016.4  30013.3    30000  1777990990916  1777991001054
read      221.5    89.6    86.8   131.8   143.5   209.9   241.0   259.0   271.9   288.0   309.1   344.1   440.9   803.5  3760.6  30033.6    30005  1777991002568  1777991012692
read      230.5    99.5    80.4   134.8   148.0   219.1   251.4   269.7   283.3   299.0   320.5   358.9   450.2   897.6  3951.6  29977.5    30010  1777991014205  1777991024309
read      231.8    95.5    80.4   135.7   149.5   220.5   252.2   270.5   284.4   300.9   323.0   361.7   454.3   781.8  3185.0  29972.3    30015  1777991025823  1777991035936
read      232.2   107.7    80.4   133.4   146.4   218.1   252.0   271.6   286.6   304.4   328.3   368.9   468.8  1210.2  3687.4  30071.3    30020  1777991037448  1777991047550
read      240.7   121.2    86.8   139.2   152.0   225.0   259.8   280.1   295.1   314.3   339.9   382.9   485.3  1475.0  4214.2  30059.0    30025  1777991049063  1777991059168
read      231.3   111.4    86.8   132.3   144.8   216.0   249.4   269.0   283.9   301.7   326.0   369.2   481.5  1478.6  3182.2  29967.2    30030  1777991060679  1777991070778
read      245.5   128.2    86.8   137.2   151.0   228.9   264.5   285.3   300.8   320.0   347.2   394.6   512.1  1842.0  4040.4  30174.4    30035  1777991072290  1777991082393
read      224.9   100.9    80.4   132.3   144.3   210.2   241.3   260.3   273.9   292.0   315.5   356.6   465.6  1207.1  3320.0  29980.4    30040  1777991083907  1777991094009
read      224.8   107.9    86.8   132.6   144.5   209.5   240.9   259.8   273.7   291.7   315.2   356.1   465.2  1321.4  3732.3  30135.1    30045  1777991095523  1777991105621
read      234.5   107.6    86.8   135.5   148.6   219.7   252.8   272.6   287.9   306.2   331.0   373.2   480.1  1338.7  3111.1  30088.1    30050  1777991107135  1777991117237
read      229.0    93.2    80.4   131.3   144.7   217.2   249.7   268.6   282.7   299.2   321.0   361.7   463.8   915.5  3028.4  29958.1    30055  1777991118750  1777991128851
read      227.1    92.6    80.4   130.4   143.9   217.1   249.2   267.3   280.4   296.0   317.2   352.5   447.3   736.0  3201.3  30061.5    30060  1777991130364  1777991140469
read      227.9   157.8    86.8   132.3   143.9   207.8   239.3   258.5   272.6   290.6   314.5   356.2   488.7  2643.3  5312.5  29977.0    30065  1777991141982  1777991152088
read      233.9   134.8    86.8   130.8   143.4   216.7   250.9   271.1   286.6   305.4   331.0   373.8   500.9  1826.3  5063.7  30063.6    30070  1777991153602  1777991163706
read      221.2    97.0    80.4   128.6   140.9   209.0   240.1   258.1   271.6   288.5   310.7   346.7   446.2  1097.6  3384.0  30063.5    30075  1777991165218  1777991175323
read      221.1    93.3    80.4   132.1   144.2   209.9   240.4   257.9   270.6   286.2   306.4   340.3   433.2   848.9  3693.7  30092.5    30080  1777991176836  1777991186940
read      224.3    91.4    86.8   134.4   146.4   213.5   244.3   262.1   274.6   290.8   311.8   345.0   435.1   711.8  3215.5  30112.1    30085  1777991188453  1777991198562
read      225.4    85.8    80.4   132.8   145.4   215.6   247.2   265.0   277.2   292.9   313.3   345.6   435.5   756.6  3054.7  30085.3    30090  1777991200074  1777991210178
read      221.2    79.9    80.4   132.0   144.2   211.3   242.1   259.6   272.0   287.4   307.3   339.9   424.9   670.1  2523.3  30118.2    30095  1777991211689  1777991221793
read      226.8    96.4    80.4   130.5   143.5   216.8   249.1   267.1   279.9   295.4   316.7   352.0   451.3   803.1  3360.9  30009.0    30100  1777991223306  1777991233409
read      224.0    98.7    86.8   134.3   146.5   213.2   243.9   261.7   273.8   289.7   309.9   342.4   434.4   696.0  3766.3  30091.7    30105  1777991234922  1777991245022
read      229.2    99.2    86.8   136.4   148.4   217.9   250.4   268.5   281.6   296.8   318.1   353.1   449.5   887.3  3789.7  30149.5    30110  1777991246535  1777991256642
read      232.0    90.3    80.4   136.4   149.2   221.5   254.1   272.2   285.8   301.5   321.8   359.4   455.6   768.1  2940.1  30135.9    30115  1777991258154  1777991268257
read      222.9    89.9    80.4   130.5   142.9   212.0   243.9   262.4   275.1   291.7   312.9   346.0   433.7   670.9  3205.2  30128.2    30120  1777991269770  1777991279880
read      224.4    91.6    80.4   134.7   146.7   211.9   243.5   262.2   275.1   292.2   314.0   347.7   439.3   726.1  3141.2  30081.7    30125  1777991281393  1777991291497
