#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      239.6   125.4    93.8   140.7   152.3   218.7   252.4   271.6   286.7   305.3   332.7   391.2   629.0  1400.8  4234.3  30005.4    30000  1778331944693  1778331954840
read      245.2   116.7    93.8   142.0   154.9   229.2   263.9   283.6   298.1   317.0   342.5   389.0   544.2  1361.0  3773.5  29908.0    30005  1778331956355  1778331966477
read      290.9   257.4    93.8   152.0   165.2   240.0   279.2   304.3   324.0   353.6   407.5   589.1  1191.0  3450.4  7104.1  30064.4    30010  1778331967992  1778331978094
read      247.4   131.1    93.8   144.0   156.4   227.8   262.8   282.8   297.3   317.0   344.3   397.5   608.7  1572.6  5050.7  30031.6    30015  1778331979611  1778331989712
read      254.4   112.6    93.8   149.8   162.9   237.8   273.6   294.5   310.8   330.4   356.8   400.3   547.1  1337.5  3836.6  30012.4    30020  1778331991227  1778332001329
read      253.1   129.9   101.3   150.3   162.5   233.0   268.7   290.4   307.2   327.3   355.5   401.4   573.5  1669.3  5611.3  30025.9    30025  1778332002846  1778332012946
read      257.6   120.9    93.8   152.5   165.4   239.4   275.3   297.6   315.0   335.5   362.6   403.8   544.6  1607.6  4341.3  30031.8    30030  1778332014460  1778332024559
read      244.1   113.4   101.3   150.3   162.1   227.8   260.9   280.0   294.7   313.3   337.7   376.0   485.3  1383.7  4196.3  30024.8    30035  1778332026072  1778332036172
read      249.1   122.8   101.3   148.7   160.9   232.1   267.1   287.9   303.8   322.8   348.1   389.3   497.4  1753.0  4393.9  30073.6    30040  1778332037687  1778332047791
read      248.5   113.7   101.3   150.0   162.2   231.9   266.8   287.8   303.7   322.2   346.8   387.9   497.4  1255.2  4104.0  30103.5    30045  1778332049305  1778332059407
read      242.2   110.3   101.3   146.2   157.4   225.0   259.2   279.4   294.7   314.1   339.3   379.7   504.0  1497.6  3486.5  30082.5    30050  1778332060922  1778332071030
read      243.6   119.2    93.8   145.6   158.3   226.1   259.2   278.0   292.9   311.3   336.5   379.3   543.0  1710.1  4130.3  30033.3    30055  1778332072545  1778332082650
read      237.8   108.5    93.8   143.6   156.4   224.1   255.9   273.9   288.1   305.0   328.0   366.4   465.6  1236.7  4137.6  29974.3    30060  1778332084164  1778332094264
read      237.2   102.4    86.8   143.7   155.6   223.4   256.0   274.6   289.5   307.0   330.2   368.3   469.2  1009.9  3869.2  30038.8    30065  1778332095779  1778332105884
read      237.8   162.6   101.3   143.2   154.2   219.7   252.3   271.6   286.6   304.6   328.3   368.3   499.5  1700.5  8349.3  30031.7    30070  1778332107398  1778332117498
read      228.4   148.9    93.8   136.7   146.4   209.3   240.9   259.5   273.1   290.3   312.5   347.8   488.3  2309.7  5336.4  29978.9    30075  1778332119013  1778332129117
read      233.2   106.0    93.8   141.5   152.9   218.9   251.6   270.3   284.4   300.9   322.1   359.6   455.3  1388.9  3948.1  30047.4    30080  1778332130635  1778332140739
read      232.9    94.0    86.8   141.5   153.6   220.8   252.0   269.7   283.0   298.5   320.1   356.9   450.1  1061.2  3212.4  30074.6    30085  1778332142255  1778332152357
read      243.2    99.2    93.8   149.1   161.9   230.4   262.7   281.0   294.7   312.6   336.0   372.4   462.1   916.8  3791.9  30201.3    30090  1778332153872  1778332163974
read      243.8   110.2    93.8   145.9   159.3   231.4   265.0   283.7   297.2   315.1   338.2   373.7   457.5  1022.8  4609.0  30186.2    30095  1778332165488  1778332175590
read      232.8    93.1    93.8   140.8   153.5   221.7   252.6   270.0   283.1   298.2   319.2   356.1   442.1   856.2  3343.1  30137.2    30100  1778332177105  1778332187209
read      233.0    91.9    93.8   142.3   154.5   221.9   253.9   271.7   285.1   300.4   320.0   352.5   429.2   883.7  3160.1  30107.2    30105  1778332188723  1778332198826
read      240.0   114.7    86.8   145.3   158.2   226.9   259.5   277.4   291.7   308.8   331.3   368.3   457.7  1129.3  4566.0  30082.6    30110  1778332200340  1778332210443
