#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      229.4   105.2    86.8   134.4   147.0   218.2   250.8   269.1   282.3   297.2   317.9   353.5   447.5  1011.2  3961.6  30013.5    30000  1777994951286  1777994961424
read      232.9    96.2    86.8   135.4   148.7   221.4   254.5   273.0   286.8   302.7   323.7   362.6   468.7   983.7  3430.0  29939.2    30005  1777994962939  1777994973063
read      223.2    95.2    80.4   134.3   146.2   211.3   242.6   260.5   273.2   289.0   309.4   342.0   436.6   994.8  3215.4  30047.9    30010  1777994974578  1777994984687
read      232.6    95.6    86.8   137.8   150.4   222.0   254.9   273.2   286.9   302.5   321.8   355.8   448.8   767.2  3404.0  30007.0    30015  1777994986200  1777994996306
read      232.0   107.2    80.4   135.9   147.8   217.5   251.6   271.1   285.8   303.2   326.1   366.1   471.2  1241.4  4003.6  30030.7    30020  1777994997820  1777995007928
read      229.3   102.7    86.8   135.9   147.2   215.0   249.4   268.9   283.0   299.4   321.2   360.0   459.7  1212.3  3583.9  29998.4    30025  1777995009440  1777995019543
read      234.4   111.6    86.8   136.0   147.9   219.1   253.7   273.6   288.7   306.6   330.5   371.1   479.7  1407.7  3467.7  30071.4    30030  1777995021057  1777995031163
read      228.6   113.8    86.8   136.1   147.2   212.5   245.0   264.2   277.7   294.8   317.6   357.7   479.8  1482.9  3433.5  30107.4    30035  1777995032679  1777995042782
read      237.4   162.4    86.8   137.4   149.5   221.7   256.4   276.0   291.1   309.2   333.3   373.7   494.4  1406.7  3519.9  30061.3    30040  1777995044295  1777995054397
read      245.2   119.3    93.8   140.3   153.6   230.3   266.0   286.0   300.3   318.1   343.0   385.1   496.7  1516.2  4098.8  29998.4    30045  1777995055910  1777995066015
