#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      247.4   117.3    93.8   149.4   161.7   230.8   265.7   285.2   299.2   316.9   340.8   382.8   524.8  1492.6  3754.7  30038.4    30000  1778330138180  1778330148330
read      256.3   105.6    93.8   152.7   166.3   241.1   278.2   299.1   314.9   334.0   359.1   398.3   499.2  1272.2  3784.4  29904.7    30005  1778330149844  1778330159965
read      250.7   100.2    93.8   151.3   164.3   236.3   272.2   292.4   307.4   324.6   347.3   387.3   493.1   992.3  3159.6  30064.4    30010  1778330161480  1778330171585
read      244.7    98.7    93.8   150.7   163.6   231.1   265.2   284.2   297.7   315.1   337.7   373.5   466.2   802.4  3985.9  29989.3    30015  1778330173100  1778330183203
read      251.0   113.4    93.8   152.3   165.2   235.4   271.0   291.1   305.9   322.8   345.8   385.3   479.2  1536.8  3562.4  29973.3    30020  1778330184720  1778330194826
read      253.6   106.3   101.3   155.0   167.7   237.2   273.0   294.1   310.2   328.9   353.0   391.5   493.4  1263.8  3630.2  30004.7    30025  1778330196342  1778330206444
read      251.9   107.0   101.3   153.2   165.9   236.0   272.0   292.7   308.2   326.1   349.3   388.4   481.5  1451.8  3212.9  29931.5    30030  1778330207958  1778330218060
read      258.2   126.8   101.3   154.6   167.5   239.9   277.4   299.3   316.1   336.1   362.1   401.2   508.6  1716.4  4836.4  30014.6    30035  1778330219576  1778330229683
read      257.3   119.6   101.3   153.4   166.1   240.0   277.7   299.7   316.0   335.4   360.7   400.4   510.2  1612.0  4347.7  30134.9    30040  1778330231196  1778330241297
read      252.3   121.1   101.3   153.0   165.5   234.9   271.2   292.1   307.9   326.3   350.2   389.9   489.4  1799.3  4859.5  30095.0    30045  1778330242810  1778330252909
read      259.7   119.6    93.8   154.0   167.5   243.9   281.6   303.4   319.0   338.8   364.5   403.1   500.6  1430.9  4560.9  30069.8    30050  1778330254424  1778330264527
read      251.3   118.8    93.8   150.3   163.3   235.2   271.3   292.0   307.5   325.6   349.8   391.3   496.9  1354.7  4994.1  30065.4    30055  1778330266041  1778330276145
read      244.7    97.3   101.3   151.0   163.6   230.0   264.4   284.0   297.9   315.5   338.9   375.6   475.3   905.2  3541.3  30094.0    30060  1778330277660  1778330287761
read      245.3   152.2    93.8   146.9   158.7   225.6   260.2   279.9   294.5   312.7   336.5   374.3   498.9  3052.9  4849.4  30039.0    30065  1778330289278  1778330299379
read      238.8   120.7   101.3   145.7   156.8   221.2   254.8   274.0   289.0   306.6   329.5   367.9   481.0  1886.3  4131.1  30087.2    30070  1778330300893  1778330310998
read      247.6   107.1    93.8   149.3   161.7   231.9   267.9   288.4   303.5   320.7   344.1   383.0   476.8  1455.1  3187.0  30130.9    30075  1778330312513  1778330322613
read      255.3   111.6   101.3   155.9   169.2   240.3   275.4   295.6   310.9   328.6   351.8   390.3   485.3  1338.7  4325.9  30019.6    30080  1778330324128  1778330334228
read      252.0   101.7    93.8   155.5   169.1   238.5   272.9   292.2   306.6   323.0   345.0   380.8   463.8  1061.1  3413.5  30091.2    30085  1778330335741  1778330345843
read      257.2   106.5   101.3   155.7   169.4   243.1   279.6   299.9   315.2   333.5   357.4   396.1   489.4   907.9  4297.7  30120.3    30090  1778330347358  1778330357459
read      271.4   211.9   101.3   155.7   169.0   244.3   282.7   305.1   321.0   341.5   368.4   414.1   618.2  3424.6  6387.9  30109.0    30095  1778330358972  1778330369076
read      272.4   226.9   101.3   154.6   167.8   240.9   278.6   300.7   317.4   338.4   366.9   417.5   723.3  3493.6  6483.8  29989.0    30100  1778330370592  1778330380696
read      264.8   177.6   101.3   155.0   168.1   241.8   279.5   301.6   317.9   338.1   365.0   407.1   554.9  3282.9  5681.1  30040.3    30105  1778330382213  1778330392315
read      250.8   134.9    93.8   151.5   163.9   232.2   267.9   288.4   303.6   321.2   345.6   387.6   508.4  1969.3  5317.2  30165.3    30110  1778330393830  1778330403933
read      248.5   100.1    93.8   151.1   164.8   234.5   269.3   289.0   303.5   320.3   343.5   381.0   467.1   985.6  3888.3  30039.6    30115  1778330405447  1778330415550
