#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      243.2   116.3    93.8   145.3   158.3   227.9   262.6   282.3   296.3   314.1   337.3   374.4   487.1  1243.7  4513.8  30006.9    30000  1778331239121  1778331249265
read      246.3   114.7    93.8   149.8   162.6   232.0   267.2   286.6   300.4   317.2   339.5   373.5   463.8  1305.7  4395.7  30046.5    30005  1778331250782  1778331260912
read      244.4    95.8    93.8   150.5   163.2   230.7   265.4   284.8   298.3   315.4   337.4   371.6   460.5   989.4  3398.3  30077.5    30010  1778331262426  1778331272527
read      236.6    89.6    93.8   146.0   158.4   225.5   257.6   275.2   288.6   303.9   323.5   357.4   433.5   785.6  3312.7  30014.5    30015  1778331274041  1778331284143
read      243.4   100.3    93.8   150.4   162.6   228.6   262.4   281.6   295.3   312.6   335.0   371.0   470.9  1235.2  3040.9  29988.9    30020  1778331285657  1778331295759
read      251.7   140.7   101.3   153.6   165.9   234.0   268.6   288.4   302.8   319.8   343.4   382.7   493.1  1996.2  5036.2  29977.1    30025  1778331297272  1778331307374
read      248.7   107.3    93.8   154.3   166.9   234.0   268.2   287.4   301.2   318.0   340.6   374.9   461.7  1219.9  4271.6  29949.4    30030  1778331308888  1778331318997
read      247.1   103.1    93.8   152.5   165.1   232.5   266.5   285.7   299.5   317.0   340.0   374.6   462.1  1266.3  3358.2  30049.8    30035  1778331320510  1778331330611
read      255.1   117.6   101.3   154.3   167.3   239.3   274.8   295.2   310.8   329.0   353.0   392.3   491.0  1407.0  4449.7  30106.6    30040  1778331332124  1778331342227
read      254.7   111.6   101.3   156.1   169.2   239.5   274.4   294.4   309.8   327.8   351.2   390.4   474.1  1275.1  4275.1  30001.9    30045  1778331343741  1778331353842
read      249.1   112.4    93.8   151.2   164.2   234.0   269.1   288.5   302.7   319.4   342.4   379.8   470.4  1371.8  4231.5  30146.8    30050  1778331355356  1778331365457
read      243.9   104.2    86.8   150.0   162.8   230.6   264.0   282.8   296.0   313.0   335.1   370.0   459.7  1059.8  3318.5  29996.4    30055  1778331366970  1778331377075
read      244.8    98.7    93.8   150.4   163.2   232.3   266.3   284.9   297.9   314.8   336.4   370.7   454.5   922.9  3571.8  30098.8    30060  1778331378590  1778331388695
read      254.7   184.0   101.3   150.0   162.2   232.1   267.4   287.4   301.9   319.4   343.1   383.9   550.2  3284.8  6186.7  30078.7    30065  1778331390210  1778331400313
read      254.1   159.0   101.3   149.2   161.7   232.9   269.1   289.7   305.2   323.2   346.8   389.3   551.0  2270.0  5111.8  30086.9    30070  1778331401826  1778331411929
read      245.1   100.3    93.8   150.1   162.9   231.5   265.1   284.0   297.3   314.6   336.6   370.8   458.2  1432.1  3125.7  30002.1    30075  1778331413442  1778331423543
read      246.2   110.9    93.8   151.3   164.2   232.6   266.5   285.1   298.2   315.4   337.7   372.5   461.5  1047.1  4156.9  30120.9    30080  1778331425056  1778331435158
read      246.8    95.6    93.8   150.0   163.8   234.7   268.3   287.1   300.7   317.5   339.6   373.7   454.8   847.9  3875.0  30169.1    30085  1778331436674  1778331446778
read      266.4   211.9    93.8   151.8   164.9   238.9   275.6   297.1   313.7   333.8   360.8   405.5   633.8  3454.3  6161.6  30158.6    30090  1778331448292  1778331458395
read      261.5   254.9    93.8   147.5   159.6   226.6   260.5   280.5   296.1   316.3   343.4   395.8   838.4  3827.0  6325.7  30103.0    30095  1778331459908  1778331470010
read      250.9   249.2    93.8   143.3   154.3   218.0   250.4   269.5   284.2   302.2   327.6   373.8   804.5  3829.7  6343.0  30030.6    30100  1778331471524  1778331481627
read      237.3   127.6    93.8   146.1   158.0   222.8   253.7   271.6   285.4   301.3   321.8   357.8   451.1  1728.6  5979.7  30032.4    30105  1778331483143  1778331493243
read      226.4    98.0    86.8   138.8   150.1   214.9   245.6   263.6   275.6   291.4   311.9   343.4   426.9   790.6  3919.2  30043.5    30110  1778331494757  1778331504866
