#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      241.4   116.3    93.8   146.3   159.2   227.4   260.9   279.3   293.1   310.1   332.1   367.8   468.4  1236.7  4310.7  29924.2    30000  1778330869210  1778330879355
read      251.3   119.6   101.3   154.5   167.1   235.1   269.6   289.3   304.0   321.2   345.0   384.8   487.7  1407.2  4746.6  30057.0    30005  1778330880870  1778330891000
read      261.4   115.4   101.3   159.2   173.0   246.0   282.3   303.7   319.2   338.8   363.9   402.1   498.1  1149.3  4260.9  30077.7    30010  1778330892514  1778330902619
read      250.5   109.0   101.3   153.5   166.4   236.1   271.2   290.6   304.9   321.1   344.0   381.0   471.5  1152.8  4211.6  29992.3    30015  1778330904134  1778330914235
read      244.9    99.7    93.8   149.3   162.0   231.1   265.8   285.2   299.2   316.6   339.6   375.4   462.6  1024.9  3390.9  30088.4    30020  1778330915749  1778330925856
read      246.4   106.8   101.3   154.6   167.0   231.4   264.2   282.9   296.3   313.8   335.9   370.1   461.6  1369.3  4037.2  30139.9    30025  1778330927372  1778330937480
read      264.0   136.6   101.3   157.6   171.3   246.4   283.0   304.5   319.9   339.6   365.1   404.0   527.3  1820.9  5379.0  30082.5    30030  1778330938994  1778330949096
read      255.6   115.7    93.8   155.3   168.4   239.8   274.9   295.5   311.1   329.3   353.3   393.0   491.9  1421.3  4397.2  30004.2    30035  1778330950611  1778330960723
read      259.9   118.3   101.3   158.1   171.4   243.4   278.9   300.0   315.9   335.1   360.2   399.2   502.2  1612.8  4253.3  30095.3    30040  1778330962243  1778330972352
read      255.7   123.2   101.3   156.1   168.9   238.9   274.1   294.6   310.1   328.3   352.2   391.9   499.1  1487.5  5190.6  29950.3    30045  1778330973867  1778330983970
read      244.1   104.0    93.8   151.1   163.5   230.0   263.6   282.3   295.9   313.2   335.4   370.3   455.7  1345.9  3314.4  30090.9    30050  1778330985484  1778330995594
read      247.2   110.3    93.8   149.2   162.6   232.7   267.5   286.9   301.0   318.2   341.3   378.2   471.1  1357.4  3687.3  29962.6    30055  1778330997108  1778331007212
read      239.1    93.8    93.8   147.0   160.0   227.8   260.6   278.1   291.3   307.2   327.4   361.5   436.3   748.9  3726.0  30103.9    30060  1778331008726  1778331018834
read      245.1   119.0    93.8   149.5   161.4   229.1   263.7   283.0   296.8   314.8   337.9   373.5   469.8  1735.4  4210.9  30159.6    30065  1778331020350  1778331030456
read      253.9   164.7   101.3   149.8   161.9   229.9   265.6   286.3   301.7   320.4   346.1   395.7   623.3  2479.0  6018.8  30029.5    30070  1778331031973  1778331042075
read      253.5   119.2   101.3   153.1   166.1   236.1   272.4   292.9   308.3   326.3   350.1   391.3   504.4  1588.9  4334.7  30035.5    30075  1778331043588  1778331053689
read      253.5   116.6   101.3   151.8   164.9   236.4   272.5   292.8   308.2   326.4   351.1   394.5   539.5  1229.6  3991.5  30187.4    30080  1778331055205  1778331065305
read      260.5   134.7    93.8   152.4   165.6   239.3   276.3   297.0   313.4   333.2   361.0   413.4   643.9  1762.1  4274.3  30043.4    30085  1778331066820  1778331076922
read      252.9   119.3   101.3   152.5   165.7   236.8   272.8   293.1   308.3   325.9   348.9   388.3   486.3  1540.0  4255.5  30095.1    30090  1778331078438  1778331088541
read      263.8   172.5   101.3   153.6   166.6   239.3   275.5   297.1   313.9   334.2   361.7   409.1   622.6  2819.1  6049.1  30127.6    30095  1778331090056  1778331100162
read      256.5   118.5   101.3   154.2   167.0   238.3   274.0   294.7   310.7   329.9   356.0   399.4   544.7  1573.5  4091.3  30092.5    30100  1778331101677  1778331111781
read      256.8   179.5    93.8   151.7   164.1   234.1   270.2   290.5   305.7   323.5   348.1   391.9   554.8  2851.0  6460.5  30054.7    30105  1778331113295  1778331123400
read      265.2   166.2   101.3   154.1   167.2   241.1   278.7   300.5   316.9   337.6   365.7   416.9   656.2  2766.8  4507.8  30058.3    30110  1778331124916  1778331135019
read      243.4   102.9    93.8   147.5   160.4   229.0   263.5   282.9   296.6   314.3   337.4   373.7   475.5  1080.7  3952.8  30121.9    30115  1778331136535  1778331146640
