#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      232.4   111.6    80.4   139.1   153.9   220.2   250.1   268.5   282.3   298.7   320.0   353.1   422.0  1160.8  4882.6  29891.7    30000  1778376040555  1778376050709
read      235.9   385.8    86.8   142.6   156.7   221.5   252.2   271.5   286.5   304.3   327.0   361.4   433.3  1241.1  3632.9  29982.0    30005  1778376052225  1778376062353
read      228.9    90.6    93.8   140.5   153.9   216.6   246.0   264.5   278.1   295.3   317.5   349.5   413.8   827.7  3231.4  30063.6    30010  1778376063868  1778376073969
read      225.2    84.7    86.8   137.8   150.5   212.2   241.9   261.3   275.4   293.5   316.2   347.9   415.6   888.4  2568.7  29944.4    30015  1778376075484  1778376085588
read      246.4   102.4    86.8   147.4   162.6   232.0   264.8   285.0   300.1   318.9   343.5   380.3   467.5  1094.1  3216.0  29877.6    30020  1778376087101  1778376097204
read      234.2   107.9    93.8   142.9   155.2   217.7   248.3   267.7   282.7   301.4   326.6   365.3   456.9  1498.4  3596.8  29961.0    30025  1778376098717  1778376108818
read      232.8   132.2    93.8   141.9   153.4   214.4   244.6   264.3   279.3   298.3   323.3   362.7   459.6  1963.2  5427.7  29992.6    30030  1778376110331  1778376120432
read      242.4   100.6    86.8   143.4   157.5   227.0   260.7   281.4   296.8   316.7   341.9   380.8   471.1  1145.5  3073.2  29965.5    30035  1778376121946  1778376132050
read      233.5   107.4    93.8   143.0   154.8   216.2   247.0   267.0   282.3   301.3   326.5   365.3   462.6  1411.8  3232.7  29993.4    30040  1778376133563  1778376143670
read      234.2   123.6    86.8   140.3   153.3   217.7   248.9   268.5   283.7   302.5   327.3   366.5   461.8  1518.0  5542.1  29969.5    30045  1778376145186  1778376155287
read      231.4    92.6    93.8   142.5   156.3   218.6   247.4   265.5   279.0   296.0   318.7   353.2   429.4  1024.4  3219.0  30110.0    30050  1778376156801  1778376166907
read      229.0   110.4    80.4   138.2   151.3   215.5   245.6   264.4   278.2   295.6   318.1   352.3   430.2  1186.2  4125.8  30004.3    30055  1778376168421  1778376178524
read      231.8   115.9    86.8   136.8   149.4   214.8   246.7   266.9   282.2   301.3   325.9   363.7   462.0  1577.9  3946.1  30076.5    30060  1778376180038  1778376190138
read      232.0   112.2    86.8   136.0   149.0   215.1   247.5   268.1   283.9   302.9   327.4   365.2   463.1  1596.0  3560.1  30019.2    30065  1778376191653  1778376201754
read      240.7   127.9    86.8   138.7   152.6   223.4   257.4   278.6   295.1   315.4   341.2   380.4   476.6  1690.9  4998.9  30054.8    30070  1778376203268  1778376213370
read      232.3    96.3    80.4   138.2   152.0   219.0   250.4   269.8   284.8   302.9   326.0   361.9   437.0  1077.3  3241.2  29895.0    30075  1778376214885  1778376224994
read      223.0    95.4    80.4   131.1   145.3   211.6   240.9   259.1   272.6   289.8   312.0   344.5   412.6   898.0  3550.3  30081.3    30080  1778376226508  1778376236611
read      229.1   100.0    86.8   136.6   149.7   216.0   247.5   266.9   281.5   299.1   321.8   356.3   425.0   967.5  3768.8  30021.7    30085  1778376238124  1778376248241
read      225.5    86.3    86.8   136.0   149.2   212.8   243.5   263.0   277.4   295.4   318.0   350.8   415.9   675.1  3126.9  29955.5    30090  1778376249756  1778376259866
read      218.3    86.9    80.4   130.2   144.4   207.4   234.9   252.9   266.9   283.3   304.2   335.6   397.7   713.2  3020.7  30066.9    30095  1778376261379  1778376271484
read      222.2    95.4    80.4   133.2   146.4   210.3   239.9   258.7   272.6   289.7   311.4   343.0   404.1   714.6  3633.5  29932.8    30100  1778376272998  1778376283101
read      223.7    96.9    86.8   137.5   150.0   211.7   239.9   258.1   271.9   288.8   310.2   341.9   404.4   786.3  3651.9  30114.0    30105  1778376284614  1778376294715
