#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      216.5   101.5    74.4   127.7   141.7   205.3   234.1   252.2   265.8   281.7   302.0   332.3   393.0   854.3  3420.8  29894.1    30000  1778372613889  1778372624039
read      220.6    97.2    80.4   129.0   142.2   207.6   237.7   257.4   272.0   290.1   312.6   344.4   416.8  1053.6  3331.2  29937.1    30005  1778372625552  1778372635679
read      224.5    91.6    80.4   133.8   147.5   212.5   242.3   260.9   274.6   292.4   314.4   345.3   415.7   914.3  3218.4  29975.9    30010  1778372637192  1778372647296
read      216.8   109.8    80.4   121.5   134.5   201.4   232.7   252.6   268.1   286.6   310.2   344.4   432.7  1420.5  4183.3  29914.3    30015  1778372648809  1778372658912
read      223.2   133.9    80.4   123.6   137.1   204.8   236.9   257.9   273.2   292.1   315.6   351.5   462.4  1945.5  4937.0  30066.4    30020  1778372660424  1778372670526
read      227.2   101.4    80.4   129.4   144.0   215.6   248.3   268.1   282.8   300.0   320.8   352.2   419.6  1011.4  3070.2  30059.1    30025  1778372672038  1778372682140
read      223.9    99.9    80.4   129.3   143.4   210.9   242.6   262.2   276.4   293.9   315.8   347.4   425.1  1118.9  3185.9  30055.2    30030  1778372683653  1778372693752
read      220.4   107.5    86.8   131.0   144.9   208.1   236.0   254.1   268.3   284.9   306.2   337.6   403.3  1180.4  4400.1  29992.2    30035  1778372695265  1778372705365
read      227.2   100.1    80.4   129.3   145.6   217.2   247.7   266.2   279.8   296.0   317.1   346.6   410.4   876.5  4255.5  30097.5    30040  1778372706878  1778372716976
read      223.0    99.5    86.8   133.6   147.3   209.9   238.8   257.2   271.4   289.0   311.7   345.0   425.5  1012.4  3770.7  29986.2    30045  1778372718489  1778372728595
read      225.4   105.2    86.8   132.8   146.3   211.3   241.7   260.8   274.6   292.9   315.9   350.5   432.2  1427.9  3151.1  30046.3    30050  1778372730107  1778372740212
read      215.3   101.6    80.4   126.1   139.0   200.8   229.8   248.0   262.4   280.1   303.5   338.5   422.0  1212.4  3768.5  30059.7    30055  1778372741724  1778372751826
read      217.8   100.2    80.4   123.5   136.7   202.7   233.5   253.2   268.7   287.3   310.9   345.0   431.8  1251.0  3177.5  29935.2    30060  1778372753337  1778372763438
read      231.1   103.8    80.4   130.7   145.1   215.8   249.5   270.5   286.6   305.7   329.9   366.8   457.9  1353.1  2941.8  30140.8    30065  1778372764949  1778372775050
read      235.8   116.5    80.4   135.6   150.5   221.6   254.7   274.7   290.2   308.5   331.9   368.3   458.3  1292.0  3916.6  30027.8    30070  1778372776562  1778372786663
read      226.5    97.1    80.4   130.0   145.5   215.4   246.3   265.4   279.4   296.2   317.8   348.9   421.4   902.8  3591.6  30111.2    30075  1778372788174  1778372798278
read      219.2   108.9    80.4   125.6   139.1   203.4   233.8   253.1   268.1   286.4   310.2   345.2   437.7  1581.3  3428.1  29969.2    30080  1778372799789  1778372809889
read      230.1   135.5    80.4   129.6   143.6   211.9   244.6   264.9   280.0   298.4   323.0   363.3   486.8  1983.9  4552.3  30118.7    30085  1778372811402  1778372821504
read      232.4   130.8    80.4   134.8   149.7   216.5   247.4   266.5   280.9   298.5   321.3   358.9   465.2  1891.3  4933.7  30056.9    30090  1778372823015  1778372833118
read      230.4   119.9    86.8   130.0   144.2   213.7   246.4   266.9   282.4   301.1   325.3   364.0   469.7  1760.7  4066.9  30062.8    30095  1778372834630  1778372844733
read      219.2   153.6    80.4   120.3   132.8   200.8   232.2   252.3   268.0   286.5   309.8   344.0   452.0  2072.4  6375.8  30032.4    30100  1778372846245  1778372856345
read      223.5   101.1    80.4   130.4   145.0   209.8   239.4   257.8   271.7   289.3   311.9   344.9   431.8  1355.9  3149.2  30118.4    30105  1778372857856  1778372867953
read      223.0   100.4    74.4   129.3   143.4   210.8   241.9   261.6   275.8   293.5   315.0   345.3   407.3   905.3  3723.0  30010.6    30110  1778372869465  1778372879572
