#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      267.9   121.5   101.3   161.8   175.8   252.2   289.9   311.2   326.7   345.4   372.7   419.1   523.0  1075.2  4354.9  29912.2    30000  1776911573588  1776911583744
read      261.1   148.2   101.3   155.2   168.4   239.8   275.7   296.5   312.8   332.2   359.4   406.5   575.2  2484.5  4982.2  30025.1    30005  1776911585255  1776911595386
read      282.4   171.3    93.8   160.3   174.2   257.1   298.1   321.5   340.1   363.7   396.1   452.8   678.0  2557.7  4706.8  29962.9    30010  1776911596901  1776911607000
read      286.7   163.8   101.3   162.7   177.5   263.5   306.4   330.8   349.1   373.8   407.9   463.8   630.5  2391.4  6025.7  30097.5    30015  1776911608515  1776911618614
read      284.8   165.8    93.8   163.9   178.6   258.1   297.0   319.8   337.8   360.5   393.5   456.1   785.2  2599.5  5002.5  29997.6    30020  1776911620129  1776911630226
read      336.4   332.9    93.8   162.7   177.2   257.4   299.8   328.4   353.1   394.0   493.2   796.7  1807.7  3463.0  6374.3  30144.0    30025  1776911631740  1776911641836
read      345.6   357.3   101.3   162.5   177.2   260.7   304.9   334.4   361.3   405.3   516.0   833.1  2039.6  3803.9  6610.7  29973.8    30030  1776911643351  1776911653452
read      331.9   322.1   101.3   163.2   177.6   258.9   300.7   327.5   349.4   385.6   463.5   752.6  1732.3  3339.1  6363.6  29948.1    30035  1776911654965  1776911665064
read      338.0   330.2    93.8   163.0   178.2   265.4   309.7   337.2   360.6   395.9   469.2   745.9  1814.1  3452.6  6406.9  30011.3    30040  1776911666577  1776911676676
read      332.8   319.8   101.3   162.0   176.7   263.4   307.0   333.6   355.5   389.3   463.7   731.2  1719.5  3304.2  6433.3  30063.8    30045  1776911678191  1776911688292
read      311.8   326.9    86.8   152.1   165.3   240.8   280.6   305.8   325.8   355.6   421.3   688.6  1707.0  3706.8  6393.9  30098.2    30050  1776911689805  1776911699904
read      323.8   331.5    93.8   152.4   166.9   251.9   294.7   320.9   343.0   375.8   447.9   720.4  1747.0  3735.6  6425.1  29968.7    30055  1776911701417  1776911711519
read      331.7   328.0    93.8   157.8   173.1   260.4   304.8   332.1   354.1   387.7   455.1   727.8  1776.8  3395.8  6387.6  30134.7    30060  1776911713032  1776911723131
read      344.9   337.4   101.3   162.7   178.4   269.8   316.5   345.4   370.7   408.0   485.6   768.8  1919.7  3610.8  6440.1  29949.2    30065  1776911724644  1776911734745
read      311.9   332.1    93.8   153.0   166.6   240.6   281.0   306.5   326.9   356.3   417.9   685.1  1721.9  3623.5  6448.6  30181.9    30070  1776911736259  1776911746358
read      328.1   325.0    93.8   160.3   174.3   257.1   299.8   325.8   346.4   378.0   447.3   724.8  1722.7  3524.9  6394.8  30098.3    30075  1776911747870  1776911757969
read      338.9   327.1    93.8   162.0   177.2   266.9   311.9   339.8   363.5   397.8   468.0   752.4  1818.0  3397.2  6370.8  30083.7    30080  1776911759482  1776911769583
read      332.1   328.8    93.8   161.6   176.1   258.8   301.7   328.6   350.6   385.2   457.4   732.6  1855.9  3428.5  6384.0  30051.2    30085  1776911771096  1776911781195
read      330.1   321.2    93.8   157.6   172.7   257.9   303.5   332.0   355.5   391.4   461.3   733.4  1735.8  3235.6  6389.9  30134.2    30090  1776911782707  1776911792817
read      339.0   348.8    93.8   160.0   174.7   260.8   306.4   335.1   359.7   397.5   479.9   771.1  1981.7  3787.8  6433.8  30134.6    30095  1776911794329  1776911804431
read      351.3   348.9    93.8   162.1   177.7   273.2   320.4   350.3   375.5   414.5   492.8   790.3  2015.0  3542.7  6426.4  30100.6    30100  1776911805944  1776911816049
read      322.5   332.1    93.8   154.3   168.8   251.0   294.4   320.9   343.5   375.1   441.7   690.6  1776.1  3473.8  6452.9  30167.7    30105  1776911817564  1776911827667
read      269.4   103.8    93.8   162.0   176.2   253.1   292.3   314.8   331.7   351.9   379.9   424.8   529.6   852.6  3542.9  30065.4    30110  1776911829180  1776911839282
read      273.9   111.7    93.8   160.8   175.2   257.0   299.3   322.3   339.8   361.3   389.8   433.6   546.7  1102.6  3817.3  30117.6    30115  1776911840796  1776911850897
read      267.5   108.0    93.8   158.8   173.0   251.8   291.7   314.1   330.5   349.4   376.1   421.8   530.0   935.2  3251.3  30185.4    30120  1776911852409  1776911862508
read      269.8    98.8    93.8   161.6   175.7   255.4   295.1   316.9   333.3   352.4   378.8   423.0   527.2   802.4  2759.8  30109.9    30125  1776911864022  1776911874120
