#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      226.9   104.1    80.4   136.9   149.9   213.9   245.3   264.8   278.6   295.3   316.9   347.9   416.8   968.0  4268.3  29961.8    30000  1778377042432  1778377052578
read      239.2    93.7    86.8   142.8   157.6   226.8   259.0   278.4   293.2   311.3   334.6   370.0   450.9   703.6  3112.3  30004.9    30005  1778377054091  1778377064221
read      236.0    99.1    86.8   141.2   155.6   224.4   255.7   274.4   288.9   305.7   327.1   359.8   429.9   897.6  3626.9  30049.4    30010  1778377065732  1778377075836
read      230.1   102.7    80.4   133.5   148.0   217.8   250.4   270.4   285.1   302.0   322.7   354.5   424.7   972.5  4002.0  29923.6    30015  1778377077349  1778377087452
read      225.7   102.6    86.8   138.4   150.8   211.9   240.8   259.1   272.6   289.9   312.2   345.0   429.4  1234.3  3466.0  30105.8    30020  1778377088965  1778377099068
read      229.2   107.1    86.8   139.9   152.7   214.5   244.0   262.4   275.8   293.4   316.2   351.1   437.7  1426.6  3629.4  30036.2    30025  1778377100582  1778377110682
read      241.6   111.7    93.8   144.0   157.7   226.0   259.5   279.5   294.9   313.7   337.8   373.3   467.1  1371.1  3489.1  30071.4    30030  1778377112194  1778377122297
read      252.2   132.6    86.8   146.2   161.7   235.8   270.9   291.5   307.0   325.2   349.7   391.4   499.6  1791.8  5054.7  29956.1    30035  1778377123810  1778377133917
read      272.8   233.8    93.8   145.3   160.4   231.4   268.6   292.2   311.1   335.5   371.6   461.4  1123.3  3261.8  6267.0  30089.9    30040  1778377135431  1778377145541
read      235.5   108.6    86.8   141.1   155.0   221.1   252.7   272.2   287.5   305.6   328.8   364.7   447.1  1096.5  4055.3  30054.1    30045  1778377147055  1778377157156
read      227.8    86.3    86.8   140.2   154.5   216.7   244.9   262.4   274.9   291.5   312.7   343.9   411.0   810.4  3023.6  30098.6    30050  1778377158670  1778377168773
read      231.9   106.7    86.8   137.4   152.5   220.6   251.5   269.8   283.3   298.7   318.9   349.0   418.8  1021.5  4330.8  30042.7    30055  1778377170287  1778377180389
read      230.7   109.9    86.8   136.1   149.3   215.8   247.9   267.6   282.2   299.7   321.9   358.0   442.6  1496.1  3240.4  29936.5    30060  1778377181903  1778377192004
read      234.1   128.5    86.8   139.8   153.3   217.4   248.1   266.7   280.5   296.7   319.0   355.7   474.0  1888.4  4811.4  30017.2    30065  1778377193517  1778377203621
read      226.7    96.3    80.4   133.9   148.6   215.0   245.4   264.1   277.4   294.3   315.9   346.7   417.8  1063.8  3147.9  30097.4    30070  1778377205136  1778377215240
read      226.8   102.3    86.8   139.6   152.4   214.3   243.7   262.2   275.2   292.1   312.9   342.7   403.6  1112.9  4135.2  30046.9    30075  1778377216753  1778377226856
read      221.5   102.1    80.4   134.6   146.9   209.1   238.7   257.6   271.6   288.8   310.3   341.0   401.6   791.3  3817.5  30054.9    30080  1778377228370  1778377238473
read      234.0    92.4    86.8   141.4   154.4   221.7   254.2   274.1   289.4   306.7   327.8   358.6   421.5   743.5  3482.1  30033.5    30085  1778377239984  1778377250088
read      227.0    91.7    80.4   137.7   152.0   216.2   245.4   263.3   276.0   292.4   313.0   342.7   403.8   839.0  3697.1  30043.7    30090  1778377251602  1778377261704
read      226.3    92.7    80.4   135.0   148.9   214.9   246.0   264.8   278.3   294.7   315.7   345.9   411.2   757.5  3823.5  30113.2    30095  1778377263217  1778377273318
read      227.7   103.7    74.4   132.5   147.3   216.1   248.3   267.7   281.8   297.9   318.8   348.7   410.5   849.9  3852.1  30095.0    30100  1778377274830  1778377284934
read      220.1    94.4    80.4   134.8   147.0   208.2   236.8   255.3   269.3   285.6   306.2   336.7   397.7   801.9  3666.4  30113.3    30105  1778377286448  1778377296549
