#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      239.0   119.0    93.8   143.4   156.0   225.1   257.6   275.4   289.7   306.6   328.8   367.1   479.2  1246.9  4400.9  29939.5    30000  1778332964229  1778332974377
read      242.2   120.3    93.8   145.2   157.7   226.8   260.3   278.7   293.1   310.9   334.6   372.9   486.6  1633.7  4393.3  30110.9    30005  1778332975895  1778332986013
read      235.2    97.2    93.8   142.9   154.6   221.7   253.3   271.1   284.9   301.1   323.4   363.8   483.1  1069.8  3234.1  29977.2    30010  1778332987527  1778332997627
read      237.1    95.9    93.8   143.1   155.6   224.6   257.2   275.0   289.4   306.3   328.4   365.0   457.9  1002.3  3302.1  29918.8    30015  1778332999143  1778333009244
read      235.3   101.4    93.8   141.6   153.9   222.5   254.8   272.7   286.7   303.0   324.9   362.2   459.9  1243.8  3408.4  30052.0    30020  1778333010758  1778333020863
read      246.7   105.9   101.3   149.3   161.1   231.5   265.8   286.0   301.2   319.5   344.0   383.4   482.8  1234.1  3729.2  30023.2    30025  1778333022377  1778333032478
read      256.4   132.2   101.3   150.3   162.7   237.1   273.8   295.6   312.8   333.2   360.3   403.2   563.8  1783.5  4957.9  30053.7    30030  1778333033992  1778333044096
read      247.6   130.0   101.3   148.7   159.4   225.2   260.0   280.8   296.6   317.0   344.4   397.5   630.0  1830.8  4223.8  30123.9    30035  1778333045610  1778333055714
read      245.2   122.0    93.8   145.2   156.4   224.2   259.8   280.9   297.1   317.7   344.5   395.0   592.9  1578.5  3768.8  30017.9    30040  1778333057229  1778333067328
read      255.7   136.8   101.3   146.0   157.7   229.7   267.4   291.1   309.9   332.8   365.2   428.2   706.4  1753.1  3965.8  30104.9    30045  1778333068842  1778333078946
read      236.7   120.7    93.8   144.6   154.9   216.7   249.6   269.5   284.9   303.9   330.1   375.7   553.6  1526.6  4217.2  30083.9    30050  1778333080462  1778333090565
read      257.7   196.4    93.8   144.2   156.7   228.3   263.9   285.0   301.4   322.8   357.2   434.3   784.1  2311.6  6459.1  30087.3    30055  1778333092081  1778333102186
read      273.3   166.0    93.8   145.6   159.6   239.6   280.3   306.5   327.3   354.8   396.6   498.8   851.6  2008.2  4610.7  29966.8    30060  1778333103708  1778333113809
read      256.0   164.9    93.8   144.0   155.3   224.2   261.5   284.6   303.4   328.5   367.0   453.1   771.6  2221.3  5026.7  30040.2    30065  1778333115328  1778333125440
read      269.1   180.0   101.3   146.1   158.7   239.0   280.8   307.6   327.8   352.5   386.9   451.2   748.9  2499.6  5759.1  30084.0    30070  1778333126963  1778333137068
read      242.5   139.6    93.8   141.6   153.5   221.3   255.2   274.9   291.0   310.9   339.1   394.1   601.2  1640.7  5262.0  30084.2    30075  1778333138589  1778333148710
read      250.5   150.6    93.8   139.8   152.0   224.9   260.6   281.5   297.7   319.8   354.2   427.0   714.0  2081.7  4668.8  30056.0    30080  1778333150231  1778333160338
read      262.6   144.3    93.8   148.1   161.2   237.6   274.9   297.5   315.8   338.5   371.0   438.7   721.3  1699.2  4394.8  30125.8    30085  1778333161853  1778333171959
read      274.4   184.6    93.8   151.8   165.0   241.5   280.5   304.3   322.5   346.6   385.2   471.1   856.9  2554.1  4973.1  30156.3    30090  1778333173475  1778333183594
read      249.9   116.0    93.8   148.9   161.6   232.9   267.7   287.9   303.1   321.1   346.5   393.4   547.1  1299.2  4315.7  30010.5    30095  1778333185111  1778333195216
read      243.8   124.0    93.8   142.3   154.5   224.5   258.4   277.6   293.1   312.8   340.5   393.9   605.5  1307.1  4612.0  30119.2    30100  1778333196730  1778333206855
