#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      267.3   112.4    93.8   162.4   176.1   249.6   286.0   307.7   323.6   344.6   373.9   425.7   554.7   956.1  3846.8  29963.7    30000  1777259626516  1777259636712
read      270.5   125.5    93.8   162.0   175.5   252.4   290.4   312.4   329.0   349.5   377.8   425.3   565.3  1510.8  4513.6  30048.9    30005  1777259638227  1777259648370
read      250.5   105.6   101.3   155.5   167.1   232.4   268.5   289.5   305.0   323.0   348.5   392.1   516.9  1092.6  3728.5  30041.2    30010  1777259649887  1777259659989
read      247.2   119.6   101.3   153.9   165.3   228.1   262.3   282.6   297.1   316.0   341.0   383.5   529.0  1476.9  4071.6  30000.7    30015  1777259661503  1777259671607
read      263.7   117.8   101.3   161.1   173.9   245.7   282.0   303.3   318.9   339.4   366.8   412.6   549.3  1358.3  4151.6  30035.1    30020  1777259673120  1777259683222
read      249.6   102.3   101.3   154.3   166.4   232.7   268.0   288.6   303.8   321.8   347.6   391.2   503.7   969.5  3565.2  29933.7    30025  1777259684735  1777259694841
read      254.9   110.6    93.8   155.2   167.8   237.0   272.7   293.9   310.2   329.9   357.2   401.4   534.2  1088.2  4220.4  29974.1    30030  1777259696355  1777259706474
read      264.4   113.8   101.3   161.0   173.8   246.9   283.5   304.8   320.3   341.2   368.8   415.9   548.3  1327.5  4112.9  29973.1    30035  1777259707988  1777259718095
read      255.0   104.7    93.8   156.8   168.9   237.7   273.2   294.2   310.3   329.5   356.0   398.4   524.8  1243.7  3229.7  30052.2    30040  1777259719609  1777259729711
read      263.7   111.6   101.3   161.0   174.0   246.6   283.3   304.6   320.1   340.8   368.1   413.1   541.3  1156.0  4072.3  29988.6    30045  1777259731226  1777259741326
read      266.1   113.7   101.3   161.0   174.3   249.2   285.8   307.4   323.1   343.6   371.0   416.4   546.5  1353.3  4107.7  30114.4    30050  1777259742840  1777259752942
read      266.5   113.7   101.3   161.8   174.8   249.1   286.3   307.9   323.7   344.2   371.9   418.7   555.9  1181.6  3878.5  30121.5    30055  1777259754457  1777259764560
read      290.5   225.7    93.8   163.8   178.2   254.1   291.7   314.9   333.8   358.8   396.5   488.1   920.0  4042.9  6246.9  30137.9    30060  1777259766075  1777259776176
read      284.5   254.8    93.8   155.6   168.8   240.7   276.8   298.3   315.2   337.5   372.1   471.6  1170.1  3468.3  6286.2  30118.9    30065  1777259777691  1777259787800
read      277.6   247.2   101.3   155.8   168.3   235.7   270.5   290.9   306.6   325.9   357.1   436.0  1158.8  3392.3  6291.8  30102.4    30070  1777259789313  1777259799416
read      275.5   254.5    93.8   151.7   164.3   232.6   267.7   288.6   304.5   324.0   355.1   434.4  1194.9  3424.1  6341.3  30025.1    30075  1777259800929  1777259811029
read      267.4   236.6    86.8   150.8   162.4   226.5   260.4   280.7   295.9   315.9   344.9   425.2  1134.6  3217.1  6221.2  30064.1    30080  1777259812543  1777259822648
read      271.4   246.1    93.8   150.7   162.8   228.8   263.8   284.6   300.3   320.5   353.6   449.4  1134.5  3430.4  6330.6  30182.0    30085  1777259824161  1777259834266
read      270.4   248.8   101.3   152.0   163.9   228.6   263.0   283.8   299.0   318.5   347.9   428.0  1117.8  3443.0  6322.3  30110.8    30090  1777259835781  1777259845883
read      298.7   323.1    93.8   156.6   169.6   243.1   280.9   303.5   320.7   345.3   386.1   508.1  1465.4  4329.9  6380.8  29974.0    30095  1777259847395  1777259857498
read      280.9   123.7   101.3   163.9   178.8   260.6   300.0   323.7   342.5   366.3   398.7   457.5   620.2  1213.5  4018.0  30131.3    30100  1777259859011  1777259869113
read      317.2   152.2    93.8   174.8   190.9   284.4   333.8   366.1   391.9   425.7   475.5   571.0   806.2  1384.1  4224.8  30123.3    30105  1777259870626  1777259880727
read      281.2   127.4    93.8   165.8   181.7   263.5   300.5   322.1   340.0   362.5   394.1   450.7   589.0  1142.9  4530.5  30080.3    30110  1777259882240  1777259892346
