#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      241.6   101.0    93.8   149.8   162.3   229.3   261.3   279.2   292.6   308.7   329.2   362.6   455.2  1013.0  3873.0  29926.5    30000  1777268770904  1777268781064
read      233.2   102.9    86.8   146.1   158.3   220.7   251.4   269.3   282.4   297.2   317.5   348.0   430.3   940.0  4248.8  30032.3    30005  1777268782579  1777268792704
read      234.6   104.5    86.8   147.8   159.5   222.0   252.1   269.4   282.2   297.0   317.2   348.8   440.2  1109.5  4103.2  30125.7    30010  1777268794218  1777268804320
read      244.1    94.6    93.8   150.5   163.9   232.9   265.4   283.4   296.2   312.6   333.3   365.9   451.1   803.1  3232.2  30000.0    30015  1777268805835  1777268815936
read      234.5   102.3    93.8   147.2   158.8   220.8   251.4   269.6   283.1   298.6   319.2   353.2   449.8  1085.3  3790.3  29932.8    30020  1777268817451  1777268827555
read      246.0   141.9    86.8   149.7   162.1   229.2   262.1   281.0   294.9   312.6   335.8   373.1   513.4  1731.4  6566.8  29978.2    30025  1777268829071  1777268839175
read      235.9   118.3    93.8   145.5   157.3   220.5   251.9   270.5   284.4   300.3   321.0   357.3   462.5  1535.2  4563.5  30055.5    30030  1777268840689  1777268850796
read      238.0   116.3    93.8   147.9   159.6   222.4   253.5   271.9   285.8   302.0   323.8   361.1   473.8  1713.9  4278.7  30099.4    30035  1777268852309  1777268862422
read      244.1   113.2    93.8   150.2   162.7   228.7   260.6   279.1   293.1   310.4   333.0   370.5   504.5  1426.5  4277.3  30000.3    30040  1777268863937  1777268874037
read      239.1   116.2    93.8   147.0   159.2   224.0   255.7   273.9   288.0   304.3   325.7   361.7   470.1  1555.0  4262.0  30064.4    30045  1777268875552  1777268885653
read      242.7   113.2    93.8   149.9   162.5   228.2   259.8   277.5   291.3   307.9   329.6   366.4   496.3  1382.7  4225.8  30061.9    30050  1777268887168  1777268897275
read      243.6   140.2    93.8   147.6   159.8   225.2   257.2   275.7   290.3   307.5   330.5   370.0   546.2  2237.8  4894.0  30042.7    30055  1777268898790  1777268908893
read      244.8   150.8    93.8   146.3   158.4   224.1   257.0   276.1   291.2   309.3   333.7   375.0   568.2  2441.8  4934.4  30074.7    30060  1777268910409  1777268920512
read      249.8   130.5    93.8   149.0   161.7   232.9   267.0   286.6   300.7   318.1   341.9   381.6   542.9  1849.4  4906.0  30046.4    30065  1777268922026  1777268932128
read      243.6   127.4    93.8   147.0   159.5   225.5   258.7   278.1   292.8   310.8   334.2   371.1   530.0  1985.7  4240.8  29922.7    30070  1777268933643  1777268943744
read      246.9   131.6    93.8   148.0   160.8   229.9   263.7   282.8   296.6   314.6   337.8   374.8   518.1  1832.0  4739.1  30114.0    30075  1777268945257  1777268955361
read      240.9   106.4    93.8   146.8   159.8   227.9   260.3   278.3   291.9   308.3   329.5   365.0   469.4  1128.6  4218.1  30004.1    30080  1777268956876  1777268966978
read      225.4    89.3    86.8   141.6   153.1   214.4   243.7   260.7   272.5   287.5   306.3   336.0   414.9   861.7  3370.6  30111.1    30085  1777268968493  1777268978594
read      240.5    99.4    93.8   150.4   162.9   228.7   260.0   277.6   291.0   306.8   326.6   359.6   436.9   918.7  4143.3  30140.3    30090  1777268980108  1777268990209
read      234.5    88.5    80.4   148.0   160.0   222.7   253.2   270.9   284.1   299.1   318.9   350.7   435.6   789.4  3292.7  30064.0    30095  1777268991724  1777269001848
read      239.7   103.9    93.8   147.1   159.9   226.6   258.0   275.4   289.0   304.6   324.7   360.8   497.3  1063.4  3934.6  29990.9    30100  1777269003364  1777269013469
read      238.9   111.5    93.8   146.9   159.2   224.7   256.7   274.5   288.5   304.7   325.7   362.0   488.5  1147.3  4258.3  30094.8    30105  1777269014984  1777269025090
