#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      247.4   427.9    93.8   145.3   158.7   231.9   266.5   286.0   299.9   317.9   342.0   379.6   467.8  1398.7  5339.4  29974.5    30000  1778336037040  1778336047187
read      232.4    97.1    93.8   145.1   156.7   218.7   250.0   268.6   282.1   297.3   318.9   354.5   445.2   933.2  3768.9  30023.9    30005  1778336048703  1778336058836
read      239.7    95.6    93.8   147.9   160.2   226.2   259.6   278.7   292.7   309.7   332.0   368.2   456.4   883.4  3397.3  29974.9    30010  1778336060350  1778336070454
read      236.5   105.9    93.8   146.3   158.4   222.9   254.5   273.3   287.1   303.1   324.4   361.2   454.7  1098.3  4008.0  30054.9    30015  1778336071969  1778336082072
read      240.5   110.2   101.3   147.6   159.1   225.1   258.5   278.1   292.9   311.1   334.9   371.2   464.6  1373.2  3761.4  30092.0    30020  1778336083587  1778336093691
read      260.1   893.0   101.3   148.7   160.0   227.2   262.8   283.6   298.5   318.1   344.0   387.4   542.6  2273.4 65000.9  30012.6    30025  1778336095205  1778336105311
read      245.9   123.6   101.3   146.7   157.9   223.9   259.7   280.9   296.5   317.1   344.9   398.6   609.6  1479.0  4315.5  30013.0    30030  1778336106826  1778336116937
read      259.0   151.8    93.8   150.0   162.4   232.7   269.5   291.7   309.3   331.6   363.4   427.1   712.7  2040.7  5133.0  29980.7    30035  1778336118453  1778336128558
read      265.0   146.7   101.3   150.7   163.5   239.2   278.3   302.5   321.3   345.0   377.6   436.1   688.4  1972.2  4329.1  30142.1    30040  1778336130078  1778336140189
read      254.5   139.2   101.3   147.7   159.3   228.9   266.0   288.8   306.5   329.2   362.6   425.1   674.5  1918.5  4281.9  29959.3    30045  1778336141707  1778336151812
read      253.0   154.8    93.8   144.0   156.5   225.3   261.6   283.2   298.8   319.2   350.2   422.6   765.8  2030.3  4782.7  30115.2    30050  1778336153330  1778336163433
read      249.1   142.2    93.8   146.5   158.5   226.7   263.3   285.0   300.6   320.5   350.0   404.6   609.2  1701.9  5331.1  30123.2    30055  1778336164949  1778336175057
read      263.0   256.2    93.8   139.8   151.7   225.6   265.2   288.7   306.8   330.9   368.0   454.6   805.3  3810.2  8036.9  30053.3    30060  1778336176576  1778336186711
read      235.9   125.4    93.8   139.3   150.0   215.4   249.8   270.4   286.0   305.0   331.3   378.5   557.1  1744.8  4244.5  30037.1    30065  1778336188228  1778336198341
read      256.6   169.3   101.3   148.6   161.1   232.7   270.1   291.3   307.5   327.1   353.4   399.7   595.8  2495.2  5594.2  30010.5    30070  1778336199860  1778336209972
read      250.8   107.9    93.8   151.2   164.0   234.9   271.6   292.2   307.5   325.4   349.1   390.0   492.6  1236.9  3912.1  30115.2    30075  1778336211490  1778336221602
read      252.1   520.5    93.8   153.0   165.7   234.5   270.3   290.2   304.7   321.2   344.7   384.3   482.4  1264.4  6120.2  30123.2    30080  1778336223121  1778336233223
read      250.2   169.1    93.8   149.3   161.8   228.5   262.5   282.3   296.2   314.4   338.3   377.9   517.9  2994.6  5313.4  30101.5    30085  1778336234738  1778336244844
read      263.2   214.7    93.8   151.7   164.4   234.1   270.7   291.6   307.6   327.1   354.0   401.3   652.1  3545.8  6217.3  30020.6    30090  1778336246359  1778336256464
read      262.7   195.6    93.8   151.0   164.0   236.4   273.8   295.0   311.3   330.9   357.6   402.5   600.9  3368.5  6055.0  30060.2    30095  1778336257978  1778336268081
read      247.6   116.8    93.8   149.5   161.6   230.7   266.8   287.4   302.4   320.0   344.2   382.9   483.3  1615.3  3762.6  30053.3    30100  1778336269594  1778336279698
read      256.7   128.0    93.8   152.4   165.8   239.5   276.5   296.7   312.5   331.1   355.8   396.1   503.5  1879.3  4626.1  30098.3    30105  1778336281211  1778336291318
read      238.4    95.3    93.8   146.1   158.7   225.9   258.6   277.3   291.1   307.5   328.7   364.4   452.6   919.2  3279.7  30163.7    30110  1778336292832  1778336302936
