#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      248.4   113.1    80.4   138.4   152.0   234.6   276.6   298.6   314.4   332.9   356.4   393.5   473.4  1129.9  3836.7  29894.6    30000  1775045812433  1775045822576
read      245.5   102.7    80.4   135.3   148.9   231.3   273.8   296.5   313.0   332.0   356.4   395.4   485.3   847.1  3109.8  30087.6    30005  1775045824090  1775045834209
read      244.7   110.6    80.4   136.5   149.9   230.0   272.2   295.0   311.2   329.8   353.4   391.5   475.2   915.5  3920.8  29999.6    30010  1775045835723  1775045845824
read      249.0   116.4    80.4   138.7   151.5   232.5   276.0   299.3   316.0   335.9   361.4   400.9   496.2  1264.4  3772.3  29984.8    30015  1775045847338  1775045857440
read      250.6   166.3    80.4   136.4   149.1   229.0   273.0   296.9   314.1   334.2   360.2   400.1   513.1  3023.7  6017.9  30075.8    30020  1775045858954  1775045869059
read      250.1   200.6    80.4   130.8   142.7   222.3   268.0   293.1   310.8   331.4   358.1   399.4   567.7  3330.0  6210.7  29975.0    30025  1775045870575  1775045880680
read      247.7   163.7    86.8   135.0   147.3   226.8   270.6   294.6   311.8   331.6   356.9   395.9   498.6  2736.8  6051.9  30078.3    30030  1775045882194  1775045892295
read      253.0   107.6    86.8   142.1   156.0   237.7   280.4   303.5   319.5   339.4   364.5   401.7   494.9  1045.5  3365.8  29932.5    30035  1775045893809  1775045903918
read      291.7   317.3    80.4   132.6   145.1   226.0   270.3   295.1   314.3   339.5   383.2   643.2  1840.8  3262.7  6394.9  30027.6    30040  1775045905440  1775045915546
read      302.9   326.9    86.8   138.0   150.5   233.7   278.4   304.3   323.5   350.9   401.0   690.8  1972.8  3366.3  6431.9  30066.4    30045  1775045917060  1775045927163
read      310.7   330.5    86.8   136.5   150.4   244.1   291.7   318.2   339.1   367.4   418.6   685.3  1956.9  3992.8  6401.3  29991.9    30050  1775045928677  1775045938780
read      293.8   314.5    80.4   129.1   142.4   231.6   276.2   301.4   320.3   345.4   390.5   631.8  1865.9  3190.1  6381.8  30068.9    30055  1775045940292  1775045950395
read      309.7   322.7    80.4   134.9   149.7   244.6   290.1   315.6   336.0   364.2   416.4   696.1  1935.4  3323.0  6398.9  30121.0    30060  1775045951909  1775045962012
read      290.5   305.6    74.4   130.6   143.0   227.8   272.4   297.6   317.0   342.5   388.4   646.8  1649.2  3342.6  6348.3  30038.0    30065  1775045963526  1775045973629
read      300.1   320.7    80.4   135.2   148.3   233.3   278.3   303.9   323.2   349.8   397.6   678.5  1893.5  3348.6  6384.4  29981.9    30070  1775045975143  1775045985245
read      302.0   316.8    80.4   134.6   148.3   236.6   282.0   307.7   327.5   354.9   402.1   668.1  1887.5  3205.5  6361.9  29956.9    30075  1775045986759  1775045996864
read      301.5   318.4    80.4   137.4   150.1   233.8   279.5   305.2   324.4   351.3   400.3   706.3  1845.2  3375.7  6354.4  30079.8    30080  1775045998378  1775046008484
read      302.0   314.0    86.8   136.4   149.4   235.8   281.3   306.8   326.1   353.0   401.0   692.9  1880.7  3198.4  6356.1  30123.9    30085  1775046009998  1775046020102
read      297.4   317.0    80.4   133.2   146.2   232.1   276.9   302.5   321.1   346.9   395.4   678.0  1846.6  3344.0  6405.9  30087.1    30090  1775046021616  1775046031716
read      297.2   318.6    86.8   133.0   146.4   231.8   276.5   301.8   320.5   346.1   392.9   647.1  1866.5  3444.5  6353.9  30034.6    30095  1775046033231  1775046043336
read      316.5   337.9    86.8   139.6   153.5   245.5   291.1   317.8   340.3   371.4   431.9   729.8  2178.4  3381.7  6447.4  30150.0    30100  1775046044851  1775046054954
read      308.3   318.8    80.4   132.5   146.9   245.2   292.3   318.6   339.3   367.1   417.4   678.7  1875.6  3300.5  6453.9  30066.2    30105  1775046056468  1775046066568
read      294.0   313.5    86.8   132.5   145.6   230.3   274.5   299.2   318.3   344.4   391.4   657.1  1765.0  3343.7  6409.6  30125.7    30110  1775046068082  1775046078187
read      303.5   322.2    80.4   136.2   149.6   236.0   282.3   308.4   328.3   355.7   403.1   686.3  1891.1  3370.1  6380.5  30173.2    30115  1775046079701  1775046089802
read      297.7   315.5    86.8   134.1   146.9   232.5   277.1   302.4   320.8   346.3   393.9   670.7  1848.2  3373.2  6339.3  30201.7    30120  1775046091314  1775046101415
read      246.5   108.4    80.4   137.1   150.6   233.0   275.1   297.5   313.4   331.9   355.3   392.4   472.0   923.9  3467.6  30268.2    30125  1775046102927  1775046113027
read      244.5   107.1    80.4   137.7   150.7   231.0   272.6   294.6   310.3   328.2   350.9   387.9   467.8   870.5  3311.6  30155.9    30130  1775046114540  1775046124642
read      243.5   105.5    80.4   137.8   150.6   229.7   271.4   293.5   309.4   327.4   350.3   387.8   469.7   727.6  2990.0  30135.0    30135  1775046126155  1775046136259
read      241.6    98.8    86.8   137.6   150.3   227.6   269.6   292.0   307.8   325.6   348.0   384.0   460.4   659.2  2911.3  30102.9    30140  1775046137773  1775046147875
