#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      250.8   124.6    93.8   147.3   160.8   235.3   271.6   292.0   307.5   325.8   350.3   392.4   498.1  1318.3  4778.1  29923.6    30000  1778334989660  1778334999810
read      237.9    94.9    93.8   145.5   157.4   222.9   256.7   275.9   291.0   309.1   333.0   371.9   479.4   880.5  3040.5  30003.6    30005  1778335001326  1778335011453
read      241.9   119.1    93.8   144.6   156.7   224.5   258.8   278.5   293.3   312.2   337.7   381.0   520.0  1519.0  4502.6  29905.3    30010  1778335012968  1778335023071
read      245.2   104.3   101.3   148.0   161.0   230.5   264.9   284.6   298.8   317.5   342.0   381.6   487.8  1053.3  4095.7  30113.4    30015  1778335024585  1778335034686
read      245.7   113.9    93.8   145.1   157.5   229.0   264.9   285.9   301.6   320.5   346.0   389.3   503.5  1438.1  4152.2  30042.3    30020  1778335036201  1778335046306
read      255.0   146.0   101.3   150.1   162.0   231.3   268.0   289.9   307.2   328.7   358.1   406.8   629.9  1952.8  5136.7  29904.0    30025  1778335047822  1778335057921
read      251.3   124.8   101.3   149.6   161.8   234.0   270.2   291.5   308.0   327.8   353.5   394.3   502.4  1468.9  5636.8  30120.7    30030  1778335059438  1778335069541
read      245.6   119.3    93.8   146.8   158.6   227.7   263.3   284.0   299.1   318.2   343.3   385.7   507.8  1601.7  3761.3  30062.2    30035  1778335071057  1778335081157
read      240.7   109.0   101.3   145.8   157.0   223.3   257.9   277.9   293.6   313.1   338.5   378.9   496.4  1462.3  3175.6  29911.5    30040  1778335082671  1778335092782
read      241.5   113.5   101.3   148.0   159.2   225.7   259.6   279.3   294.2   312.7   336.7   373.7   469.9  1287.4  4396.8  30021.4    30045  1778335094298  1778335104407
read      247.9   124.3    93.8   144.7   157.5   230.2   266.0   286.9   302.6   321.8   348.0   392.8   517.5  1716.6  4198.9  30091.6    30050  1778335105923  1778335116031
read      249.4   114.9    86.8   146.7   160.7   235.0   270.4   290.7   306.0   324.0   348.0   388.4   488.0  1271.9  4668.5  30145.3    30055  1778335117548  1778335127651
read      253.3    99.0    93.8   148.9   162.8   240.1   276.7   297.8   313.8   332.9   357.8   396.4   482.6   920.4  3185.9  30126.0    30060  1778335129166  1778335139275
read      243.2   106.1    93.8   144.4   157.3   228.5   263.5   283.6   297.9   316.4   340.8   378.7   477.0  1256.1  3300.4  30151.8    30065  1778335140789  1778335150888
read      238.4   120.0    93.8   139.4   150.9   222.1   257.5   277.6   293.0   311.6   335.8   373.8   483.8  1661.2  4170.0  30072.9    30070  1778335152405  1778335162505
read      247.2   115.5    93.8   146.7   159.1   231.1   267.3   287.7   302.7   320.4   344.9   385.6   494.3  1640.8  4066.9  30156.1    30075  1778335164020  1778335174122
read      243.8   115.1    86.8   142.2   155.8   229.1   264.1   283.8   297.8   316.3   340.6   381.7   490.2  1398.9  4306.4  30069.7    30080  1778335175637  1778335185739
read      237.8   101.8    93.8   140.4   153.5   225.3   258.9   277.8   292.2   309.9   333.4   370.6   460.1   855.0  3626.0  30031.5    30085  1778335187253  1778335197355
read      245.8   183.2    86.8   140.4   152.7   223.3   257.6   277.3   293.2   313.1   339.8   387.1   552.1  3314.6  6043.0  29976.8    30090  1778335198869  1778335208977
read      275.3   322.5    93.8   149.5   162.3   237.7   276.1   299.5   317.9   340.8   371.5   428.9   851.0  5300.3  9604.7  30121.9    30095  1778335210499  1778335220612
read      264.6   229.4    93.8   148.4   160.7   233.0   270.5   292.7   310.1   331.6   361.6   415.6   704.2  3561.3  6386.6  29985.8    30100  1778335222130  1778335232243
read      266.0   208.2    93.8   148.2   161.0   236.2   274.7   297.8   315.9   338.1   368.1   421.8   685.8  3305.0  6344.3  30100.9    30105  1778335233765  1778335243883
read      248.5   152.7    86.8   144.3   157.0   230.0   266.4   287.2   302.7   321.2   346.4   390.1   520.5  1883.0  6094.6  30189.4    30110  1778335245405  1778335255533
read      254.3   216.1    86.8   145.9   159.2   232.3   268.7   289.4   305.0   323.9   350.0   396.1   554.8  2691.0  9213.8  30158.4    30115  1778335257059  1778335267174
