#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      229.9   109.1    80.4   138.9   152.2   216.9   246.8   265.5   279.4   296.6   319.2   353.1   422.6  1070.1  4750.4  29982.9    30000  1778376723915  1778376734070
read      229.1    95.7    80.4   136.8   150.7   216.4   247.3   266.7   281.2   298.6   321.1   356.1   424.3   886.9  3404.5  30000.0    30005  1778376735582  1778376745707
read      230.1   104.1    80.4   133.7   149.2   217.7   248.3   267.3   281.6   298.4   320.8   356.3   433.1  1099.6  4274.1  30026.4    30010  1778376747221  1778376757322
read      223.3    87.8    86.8   134.5   148.7   212.5   240.9   258.9   272.3   289.1   310.8   342.6   404.4   645.2  2993.5  29966.2    30015  1778376758835  1778376768938
read      239.8   123.7    86.8   139.9   153.6   221.6   254.9   276.5   293.7   314.2   340.2   377.8   482.3  1608.7  5059.6  29914.2    30020  1778376770450  1778376780551
read      238.0   116.8    86.8   142.0   154.6   221.2   253.8   274.2   290.6   310.5   336.2   374.1   468.1  1384.0  4479.0  29983.3    30025  1778376782064  1778376792164
read      232.1   100.7    93.8   142.2   154.7   217.2   246.6   265.6   280.0   297.7   321.2   357.8   443.2  1230.4  3230.4  30058.7    30030  1778376793676  1778376803781
read      223.9   103.1    93.8   139.7   150.6   208.0   236.4   255.1   270.1   288.6   313.3   349.9   434.4  1278.4  4134.3  30111.0    30035  1778376805294  1778376815397
read      242.8   117.3    93.8   142.8   156.0   225.9   259.9   281.4   297.7   318.3   344.9   385.8   476.2  1309.7  4750.2  29983.0    30040  1778376816911  1778376827027
read      234.6   106.8    93.8   142.8   155.8   218.8   248.9   267.9   282.7   300.9   325.3   363.9   458.8  1396.1  3106.4  30034.7    30045  1778376828540  1778376838645
read      224.7    92.9    86.8   138.5   151.2   212.2   240.7   258.6   272.2   289.2   311.1   343.3   416.5  1052.2  3549.4  29948.9    30050  1778376840157  1778376850264
read      221.1   101.2    80.4   130.7   144.3   208.4   237.9   257.0   271.1   288.4   310.6   342.9   412.6   936.5  3795.6  30067.7    30055  1778376851779  1778376861886
read      225.7   125.3    80.4   133.1   146.5   209.2   239.1   258.6   273.4   292.5   316.6   353.2   438.0  1748.8  5427.0  30095.8    30060  1778376863399  1778376873503
read      224.3   115.6    93.8   137.0   149.3   208.3   235.4   253.4   267.9   285.7   309.6   345.5   446.8  1624.3  4099.8  29960.2    30065  1778376875017  1778376885121
read      223.3   108.6    86.8   131.9   145.0   208.2   237.7   257.0   271.8   290.1   313.6   348.2   434.5  1445.3  3423.1  29974.1    30070  1778376886634  1778376896737
read      223.4    99.5    80.4   135.9   149.6   211.2   239.7   257.7   271.5   288.6   310.1   342.1   413.3   859.4  3607.0  30167.5    30075  1778376898251  1778376908355
read      230.4   100.3    80.4   133.9   149.2   217.7   250.1   270.2   285.5   303.6   326.4   360.4   426.1   704.5  3753.0  30121.7    30080  1778376909869  1778376919984
read      232.1    93.9    80.4   135.6   151.1   220.6   252.2   271.4   286.2   303.4   325.3   358.6   425.2   814.8  3430.5  30097.7    30085  1778376921498  1778376931602
read      220.1    85.7    86.8   134.5   147.2   208.1   236.3   254.5   268.5   285.3   307.1   339.6   407.6   670.2  3150.1  30167.1    30090  1778376933115  1778376943218
read      221.1    84.7    80.4   134.0   148.5   210.3   237.9   255.5   269.4   286.1   307.3   338.7   400.1   670.4  2877.9  30108.4    30095  1778376944729  1778376954830
read      218.3    92.9    86.8   132.9   145.3   205.8   234.0   252.5   266.7   283.5   305.3   338.1   402.0   721.6  4122.3  30132.9    30100  1778376956343  1778376966447
