#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      223.4    95.7    80.4   131.3   143.5   212.9   243.9   261.5   273.7   289.4   309.4   342.6   444.2   924.6  3453.1  30017.9    30000  1777992500719  1777992510853
read      224.7    95.1    80.4   132.9   145.5   213.4   244.6   262.5   275.0   291.0   311.5   345.4   443.0   986.3  3381.0  29970.3    30005  1777992512365  1777992522486
read      224.0    94.1    86.8   130.8   143.5   213.4   244.5   262.3   274.5   290.6   311.4   345.6   447.6   844.2  3207.3  30076.8    30010  1777992524000  1777992534104
read      228.7   391.3    86.8   135.3   148.2   217.5   248.2   265.4   277.4   292.9   313.2   346.5   447.1   910.5  3172.0  30018.2    30015  1777992535618  1777992545720
read      226.7    94.6    86.8   135.6   147.7   215.0   246.2   264.2   276.7   292.5   313.9   349.6   448.9  1056.1  3121.3  30166.4    30020  1777992547232  1777992557336
read      240.1   123.2    93.8   138.7   151.1   223.9   258.8   278.0   292.8   310.8   335.1   377.2   502.6  1585.6  4178.5  30045.7    30025  1777992558849  1777992568947
read      249.2   137.4    86.8   139.6   153.4   232.1   268.0   288.5   303.5   321.0   347.3   395.8   526.4  2063.7  4811.1  30043.1    30030  1777992570461  1777992580560
read      240.0   109.8    86.8   138.1   150.9   226.0   260.5   279.9   294.2   312.5   337.8   381.1   492.0  1187.2  3340.4  30069.0    30035  1777992582073  1777992592177
read      236.9   348.5    86.8   136.3   149.0   221.3   254.5   273.9   288.8   306.7   331.2   372.3   482.9  1574.2  4101.9  30070.4    30040  1777992593690  1777992603797
read      238.7   120.7    93.8   139.7   152.3   223.0   255.8   274.5   289.1   306.5   330.5   372.9   499.8  1628.3  3888.4  30036.9    30045  1777992605309  1777992615414
read      241.0   894.4    86.8   134.7   147.0   217.9   251.3   270.3   284.5   301.2   324.4   367.6   486.2  1741.6 34857.6  30103.2    30050  1777992616926  1777992627027
read      221.7    91.6    80.4   129.7   142.0   210.9   241.8   259.3   271.5   286.9   306.9   341.4   453.9  1025.8  2701.5  30049.3    30055  1777992628540  1777992638644
read      238.9   111.3    80.4   136.4   150.2   224.9   256.9   274.3   288.4   305.3   329.6   378.6   540.3  1349.5  3529.4  30030.9    30060  1777992640158  1777992650259
read      252.3   146.5    86.8   137.4   150.7   230.2   267.1   288.2   304.5   324.6   354.9   417.0   685.6  2121.0  3961.1  30099.4    30065  1777992651775  1777992661879
read      238.3   134.1    86.8   135.5   147.8   220.1   254.7   273.9   288.8   306.7   331.5   376.9   533.1  1930.3  4125.3  30010.6    30070  1777992663393  1777992673497
read      227.1    97.6    80.4   130.0   142.4   216.4   250.0   268.4   281.5   296.4   317.4   353.8   460.9   859.1  2808.7  30151.4    30075  1777992675010  1777992685112
read      234.7    97.8    86.8   135.3   148.6   224.6   258.2   276.1   289.8   305.7   326.4   363.5   461.6   904.3  3399.6  30057.4    30080  1777992686625  1777992696743
read      232.9    87.9    86.8   136.4   149.6   223.3   256.2   273.6   286.8   301.7   320.8   357.4   453.4   820.0  2710.4  30070.1    30085  1777992698258  1777992708363
read      231.6   104.0    80.4   132.0   145.2   221.2   254.5   272.7   286.3   302.0   322.9   362.6   463.4   824.3  3886.7  30129.8    30090  1777992709877  1777992719980
read      221.2    88.1    80.4   128.3   140.8   211.6   242.6   260.1   272.6   288.0   307.7   341.4   437.5   789.1  3070.1  30121.9    30095  1777992721493  1777992731598
