#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      232.6    99.6    86.8   138.8   152.9   220.1   251.3   270.5   285.2   302.7   325.2   358.9   426.6  1007.6  3408.5  29953.9    30000  1778375382818  1778375392974
read      234.0   103.3    80.4   135.6   150.8   221.1   253.3   272.9   288.4   306.6   329.9   365.4   439.0  1124.6  3858.5  30067.2    30005  1778375394487  1778375404622
read      229.6    99.9    86.8   142.9   154.9   216.0   245.4   264.1   278.1   295.8   318.4   352.7   424.2  1028.2  4494.2  30072.2    30010  1778375406138  1778375416246
read      240.1   111.1    93.8   145.1   158.7   225.9   258.4   278.3   293.8   312.7   336.8   370.3   442.2   878.6  4627.8  30034.0    30015  1778375417757  1778375427861
read      246.2   120.9    86.8   142.8   158.0   230.0   264.7   286.3   302.8   322.6   348.4   388.3   472.9  1329.3  4747.4  30064.4    30020  1778375429376  1778375439480
read      254.3   122.8    86.8   145.2   160.3   234.9   272.4   295.9   314.4   336.8   364.7   405.7   511.6  1613.4  3840.2  30069.5    30025  1778375440993  1778375451097
read      254.3   129.6    86.8   145.7   161.0   234.8   271.3   294.1   312.0   333.7   361.7   403.2   507.6  1847.7  4228.8  30070.1    30030  1778375452611  1778375462713
read      247.3   110.1    86.8   144.8   159.7   231.3   265.6   286.9   303.1   322.7   349.0   390.7   486.6  1258.3  4061.6  30066.2    30035  1778375464227  1778375474336
read      238.1   107.6    93.8   145.8   158.1   222.0   252.7   272.4   288.4   307.8   333.1   370.7   464.6  1390.9  3329.7  29981.7    30040  1778375475849  1778375485952
read      244.6   135.7    86.8   144.6   158.4   227.0   260.6   281.6   297.3   317.7   342.9   382.1   478.6  1523.7  6659.8  30078.5    30045  1778375487465  1778375497566
read      226.4    86.3    93.8   137.7   150.1   213.6   243.8   263.0   277.0   294.6   317.0   349.9   419.5   856.3  2744.5  30035.7    30050  1778375499080  1778375509185
read      245.9   127.0    86.8   141.9   157.2   230.2   264.2   284.9   300.3   319.1   343.2   380.8   477.5  1714.2  5182.4  30089.8    30055  1778375510701  1778375520802
read      228.2   101.4    86.8   138.6   151.2   213.5   243.1   262.4   277.0   295.8   319.7   355.8   432.4  1174.8  3560.2  30005.4    30060  1778375522316  1778375532421
read      235.5   122.7    86.8   138.0   150.8   217.9   250.9   271.8   288.1   307.5   332.4   369.7   469.8  1594.2  4913.1  30071.8    30065  1778375533936  1778375544038
read      236.7   131.6    93.8   139.7   152.3   218.7   251.0   271.3   287.2   306.3   330.9   368.7   468.2  1830.5  4190.4  30082.6    30070  1778375545552  1778375555656
read      219.9    88.5    80.4   133.7   147.7   209.1   236.0   253.1   266.5   282.4   303.4   335.5   401.5   835.0  3066.3  30007.4    30075  1778375557170  1778375567275
read      230.7   112.4    86.8   137.1   151.4   217.0   247.4   266.6   281.2   298.9   321.6   354.9   423.8  1365.8  4318.0  30158.4    30080  1778375568788  1778375578891
read      233.2   108.3    86.8   139.1   151.8   218.0   252.0   273.1   289.2   308.1   331.5   365.5   432.6  1003.9  3982.7  30178.7    30085  1778375580405  1778375590511
read      224.3    84.3    80.4   137.0   149.7   212.2   242.1   261.0   274.7   292.6   314.8   346.3   408.7   636.0  3019.1  30011.2    30090  1778375592024  1778375602130
read      237.5    92.1    80.4   141.3   156.3   224.3   256.8   276.7   292.5   311.6   335.7   369.8   441.1   751.1  3105.6  30114.7    30095  1778375603644  1778375613748
read      219.9    94.2    86.8   133.6   146.3   207.2   235.8   254.5   268.7   285.5   307.0   339.0   402.9  1073.8  3534.5  30216.0    30100  1778375615262  1778375625364
